id,series_id,start,length,true_class,pred_class,confidence,F_stat,Separability,IG,Composite_Score,dim_0,dim_1,Shapelet_Length
2873,47,11,29,9,9,0.2571751,42.273254,6.3260274,0.6187720523998281,1066.1844,"[-0.3143816590309143, -0.38233068585395813, -0.47884267568588257, -0.6068580746650696, -0.7820767164230347, -0.9987183213233948, -1.2102926969528198, -1.430675983428955, -1.6125065088272095, -1.7311007976531982, -1.7971184253692627, -1.8222508430480957, -1.8471087217330933, -1.8529247045516968, -1.8424134254455566, -1.8094972372055054, -1.7742034196853638, -1.7091928720474243, -1.6427370309829712, -1.5042626857757568, -1.3466465473175049, -1.148074746131897, -0.95478355884552, -0.7390568256378174, -0.5420832633972168, -0.38468581438064575, -0.2296426147222519, -0.09957871586084366, 0.0462987944483757]","[-0.7153434753417969, -0.71956866979599, -0.7396600246429443, -0.7592431306838989, -0.71689772605896, -0.6923916935920715, -0.6296910047531128, -0.5379258394241333, -0.4274784326553345, -0.3407818377017975, -0.3505639135837555, -0.29648861289024353, -0.20331406593322754, -0.08888654410839081, 0.02135702595114708, 0.2498205155134201, 0.44068726897239685, 0.6027271151542664, 0.7934173345565796, 0.9711610078811646, 1.130482792854309, 1.2661452293395996, 1.3825479745864868, 1.4518096446990967, 1.464831829071045, 1.5174856185913086, 1.5376858711242676, 1.5508346557617188, 1.5557990074157715]",29
4192,69,2,29,11,11,0.59052503,42.239975,6.307714,0.6133359325763907,1064.6976,"[-0.05726541206240654, -0.06293059140443802, -0.07581287622451782, -0.12323534488677979, -0.2339290827512741, -0.47533118724823, -0.7579309344291687, -1.0221054553985596, -1.279831886291504, -1.5270942449569702, -1.812081217765808, -1.9466829299926758, -1.9990726709365845, -2.077052593231201, -2.159477710723877, -2.1625990867614746, -2.0960652828216553, -1.9790468215942383, -1.900498390197754, -1.6551659107208252, -1.3188557624816895, -0.9425288438796997, -0.5113251805305481, -0.060006335377693176, 0.3418607711791992, 0.6934929490089417, 1.0508224964141846, 1.3826320171356201, 1.6428186893463135]","[-1.54256272315979, -1.5475143194198608, -1.5477484464645386, -1.5831128358840942, -1.6575994491577148, -1.7347396612167358, -1.781157374382019, -1.7692289352416992, -1.6151378154754639, -1.3913823366165161, -1.0679219961166382, -1.0882185697555542, -0.8810756802558899, -0.6609581112861633, -0.3310316205024719, 0.011654442176222801, 0.3475784361362457, 0.6392723917961121, 0.8545821905136108, 1.1573339700698853, 1.4498811960220337, 1.6725966930389404, 1.8137710094451904, 1.9603224992752075, 2.0766093730926514, 2.0746798515319824, 1.9727883338928223, 1.8166483640670776, 1.6153970956802368]",29
9170,152,11,29,4,4,0.17992997,43.4358,5.2280416,0.6965043182148163,1060.3823,"[0.22459006309509277, 0.34293609857559204, 0.3956610858440399, 0.2896406948566437, 0.1352304369211197, -0.029525276273489, -0.25804704427719116, -0.4628938138484955, -0.6595518589019775, -0.8236227035522461, -1.0400173664093018, -1.2044533491134644, -1.3222134113311768, -1.3800644874572754, -1.3967835903167725, -1.3013787269592285, -1.0893160104751587, -0.8001352548599243, -0.47660040855407715, -0.19296935200691223, 0.08410011976957321, 0.2916410267353058, 0.30943745374679565, 0.20990991592407227, 0.10702323168516159, -0.020463941618800163, -0.2296426147222519, -0.4753531515598297, -0.714746356010437]","[0.8575700521469116, 0.6605885028839111, 0.5340439677238464, 0.20202268660068512, -0.031667280942201614, -0.11416569352149963, -0.18223756551742554, -0.18678440153598785, -0.14916950464248657, -0.06132260337471962, -0.13291463255882263, -0.2335527092218399, -0.32838377356529236, -0.5219676494598389, -0.8096184134483337, -1.06170654296875, -1.208984136581421, -1.255518913269043, -1.1586511135101318, -0.9303206205368042, -0.775231659412384, -0.6270518898963928, -0.699068009853363, -0.9654014110565186, -1.1565440893173218, -1.3732587099075317, -1.5933619737625122, -1.7335808277130127, -1.765468716621399]",29
6039,100,23,19,14,9,0.21304226,45.52904,3.7824204,0.5922367850453252,1053.6653,"[0.9337228536605835, 1.1272834539413452, 1.070278286933899, 0.8607668280601501, 0.8456900715827942, 1.094650387763977, 1.2065995931625366, 1.0199671983718872, 0.8101546764373779, 0.8509592413902283, 1.0117309093475342, 1.0121464729309082, 0.8610983490943909, 0.7920939326286316, 0.930808961391449, 1.0551304817199707, 1.0091006755828857, 0.8578696846961975, 0.8673771619796753]","[-0.4534534513950348, -0.47559231519699097, -0.5018250942230225, -0.5152817964553833, -0.5020111203193665, -0.4524218440055847, -0.41873669624328613, -0.4274226427078247, -0.3972729444503784, -0.3610755503177643, -0.3317006826400757, -0.2980610728263855, -0.29706743359565735, -0.2679652273654938, -0.23142504692077637, -0.16155824065208435, -0.13301420211791992, -0.11954798549413681, -0.07351383566856384]",19
4132,68,2,29,11,11,0.17343509,41.813057,6.184408,0.6293171543966247,1053.2592,"[-0.11450234800577164, -0.12076699733734131, -0.16438676416873932, -0.233903169631958, -0.3571747839450836, -0.527554452419281, -0.7052462100982666, -0.874570369720459, -1.0706079006195068, -1.2576085329055786, -1.490906834602356, -1.6864523887634277, -1.7986814975738525, -1.8288815021514893, -1.9115134477615356, -1.974483847618103, -2.156543731689453, -2.125650405883789, -1.9851971864700317, -1.690699815750122, -1.3073800802230835, -1.009504795074463, -0.7312389612197876, -0.4729909598827362, -0.15541481971740723, 0.17170606553554535, 0.44844597578048706, 0.7225245237350464, 0.976240336894989]","[-1.493083119392395, -1.4855914115905762, -1.5103121995925903, -1.5957049131393433, -1.6832600831985474, -1.7347396612167358, -1.7540713548660278, -1.727677583694458, -1.6151378154754639, -1.4052106142044067, -1.1215237379074097, -0.8334893584251404, -0.6780019998550415, -0.5910637378692627, -0.6200822591781616, -0.37612974643707275, -0.06463680416345596, 0.330107182264328, 0.6993939876556396, 1.0018703937530518, 1.1823692321777344, 1.3911895751953125, 1.628136157989502, 1.8987637758255005, 2.2015295028686523, 2.3418307304382324, 2.3821940422058105, 2.3361523151397705, 2.30688214302063]",29
4197,69,1,29,11,11,0.3903302,41.61327,6.2945642,0.6361889840430648,1052.9117,"[-0.05084136128425598, -0.05726541206240654, -0.06293059140443802, -0.07581287622451782, -0.12323534488677979, -0.2339290827512741, -0.47533118724823, -0.7579309344291687, -1.0221054553985596, -1.279831886291504, -1.5270942449569702, -1.812081217765808, -1.9466829299926758, -1.9990726709365845, -2.077052593231201, -2.159477710723877, -2.1625990867614746, -2.0960652828216553, -1.9790468215942383, -1.900498390197754, -1.6551659107208252, -1.3188557624816895, -0.9425288438796997, -0.5113251805305481, -0.060006335377693176, 0.3418607711791992, 0.6934929490089417, 1.0508224964141846, 1.3826320171356201]","[-1.5467209815979004, -1.54256272315979, -1.5475143194198608, -1.5477484464645386, -1.5831128358840942, -1.6575994491577148, -1.7347396612167358, -1.781157374382019, -1.7692289352416992, -1.6151378154754639, -1.3913823366165161, -1.0679219961166382, -1.0882185697555542, -0.8810756802558899, -0.6609581112861633, -0.3310316205024719, 0.011654442176222801, 0.3475784361362457, 0.6392723917961121, 0.8545821905136108, 1.1573339700698853, 1.4498811960220337, 1.6725966930389404, 1.8137710094451904, 1.9603224992752075, 2.0766093730926514, 2.0746798515319824, 1.9727883338928223, 1.8166483640670776]",29
3717,61,8,29,11,11,0.28177917,41.50063,6.1953106,0.6081176562690176,1046.2777,"[-0.5577071905136108, -0.5584705471992493, -0.5999214053153992, -0.6564232707023621, -0.7656400203704834, -0.895265519618988, -1.0287429094314575, -1.224522352218628, -1.449493646621704, -1.680550217628479, -1.86622154712677, -1.9912374019622803, -2.0094058513641357, -1.9391323328018188, -1.810834288597107, -1.679611086845398, -1.5560296773910522, -1.4511176347732544, -1.3446394205093384, -1.2415132522583008, -1.128730058670044, -1.004640817642212, -0.8595476150512695, -0.6526081562042236, -0.4230762720108032, -0.20227842032909393, 0.0436054989695549, 0.2692875862121582, 0.4651974141597748]","[-1.2530092000961304, -1.3540138006210327, -1.392375111579895, -1.4189794063568115, -1.4163331985473633, -1.4233977794647217, -1.5174354314804077, -1.430098056793213, -1.313891053199768, -1.1517629623413086, -0.9196042418479919, -0.6748641729354858, -0.4959699809551239, -0.28837838768959045, -0.15484890341758728, -0.03137693181633949, 0.09674833714962006, 0.25216883420944214, 0.39032182097435, 0.5663894414901733, 0.7129361629486084, 0.8406141400337219, 0.9711610078811646, 1.1619848012924194, 1.297440767288208, 1.3519343137741089, 1.303504467010498, 1.1926759481430054, 1.0923489332199097]",29
7911,131,7,29,2,2,0.8388635,41.4314,6.1576586,0.6542654889917188,1046.071,"[0.1514025628566742, 0.4012967050075531, 0.6955772638320923, 0.9585784673690796, 1.1159454584121704, 1.1510677337646484, 1.103584885597229, 0.9962719082832336, 0.8259585499763489, 0.5902687907218933, 0.2945071756839752, -0.02741048112511635, -0.3052019476890564, -0.36384716629981995, -0.31838908791542053, -0.2662220597267151, -0.060235314071178436, 0.18150587379932404, 0.4181565046310425, 0.6662050485610962, 0.8782877922058105, 1.0070513486862183, 0.9975787401199341, 0.9653369188308716, 0.8208084106445312, 0.643778383731842, 0.4398435950279236, 0.23924589157104492, 0.02110418863594532]","[1.1353853940963745, 1.2658156156539917, 1.2062702178955078, 1.1413116455078125, 1.1749064922332764, 1.1161452531814575, 1.0703189373016357, 0.9467043280601501, 0.793351948261261, 0.5940676331520081, 0.4143882393836975, 0.25596752762794495, 0.1599959433078766, 0.15603455901145935, 0.1469203680753708, 0.12829482555389404, 0.09369277209043503, -0.01150492299348116, -0.13253943622112274, -0.15617023408412933, -0.1563301980495453, -0.0902288481593132, -0.08815519511699677, -0.12886084616184235, -0.27126407623291016, -0.5018706321716309, -0.699068009853363, -0.8022979497909546, -0.8270851969718933]",29
7734,128,7,29,2,2,0.8388635,41.4314,6.1576586,0.6542654889917188,1046.071,"[0.1514025628566742, 0.4012967050075531, 0.6955772638320923, 0.9585784673690796, 1.1159454584121704, 1.1510677337646484, 1.103584885597229, 0.9962719082832336, 0.8259585499763489, 0.5902687907218933, 0.2945071756839752, -0.02741048112511635, -0.3052019476890564, -0.36384716629981995, -0.31838908791542053, -0.2662220597267151, -0.060235314071178436, 0.18150587379932404, 0.4181565046310425, 0.6662050485610962, 0.8782877922058105, 1.0070513486862183, 0.9975787401199341, 0.9653369188308716, 0.8208084106445312, 0.643778383731842, 0.4398435950279236, 0.23924589157104492, 0.02110418863594532]","[1.1353853940963745, 1.2658156156539917, 1.2062702178955078, 1.1413116455078125, 1.1749064922332764, 1.1161452531814575, 1.0703189373016357, 0.9467043280601501, 0.793351948261261, 0.5940676331520081, 0.4143882393836975, 0.25596752762794495, 0.1599959433078766, 0.15603455901145935, 0.1469203680753708, 0.12829482555389404, 0.09369277209043503, -0.01150492299348116, -0.13253943622112274, -0.15617023408412933, -0.1563301980495453, -0.0902288481593132, -0.08815519511699677, -0.12886084616184235, -0.27126407623291016, -0.5018706321716309, -0.699068009853363, -0.8022979497909546, -0.8270851969718933]",29
2442,40,17,24,9,9,0.61439925,42.54295,5.3322954,0.5670319003265534,1039.1794,"[-0.022948559373617172, -0.12422628700733185, -0.21974101662635803, -0.3517741560935974, -0.4604029059410095, -0.5522285103797913, -0.6186189651489258, -0.6982633471488953, -0.7447177767753601, -0.7716854214668274, -0.7958251237869263, -0.8001352548599243, -0.7626317739486694, -0.7065605521202087, -0.6419544816017151, -0.5784215927124023, -0.5032908916473389, -0.4162099063396454, -0.31299853324890137, -0.22592130303382874, -0.14674651622772217, -0.08124256879091263, -0.036233916878700256, 0.0063575501553714275]","[-1.957230567932129, -1.9272561073303223, -1.8962310552597046, -1.8621480464935303, -1.8117893934249878, -1.7753467559814453, -1.6727482080459595, -1.5583289861679077, -1.440495252609253, -1.3271955251693726, -1.193305253982544, -1.0508159399032593, -0.9067538380622864, -0.7259844541549683, -0.5232139229774475, -0.329780250787735, -0.11740309000015259, 0.07266950607299805, 0.2472449690103531, 0.42633241415023804, 0.5548397302627563, 0.7086750864982605, 0.8239877820014954, 0.943713903427124]",24
9172,152,15,29,4,2,0.094873905,39.868076,5.475525,0.6776106151305619,995.5078,"[0.1352304369211197, -0.029525276273489, -0.25804704427719116, -0.4628938138484955, -0.6595518589019775, -0.8236227035522461, -1.0400173664093018, -1.2044533491134644, -1.3222134113311768, -1.3800644874572754, -1.3967835903167725, -1.3013787269592285, -1.0893160104751587, -0.8001352548599243, -0.47660040855407715, -0.19296935200691223, 0.08410011976957321, 0.2916410267353058, 0.30943745374679565, 0.20990991592407227, 0.10702323168516159, -0.020463941618800163, -0.2296426147222519, -0.4753531515598297, -0.714746356010437, -0.9367530941963196, -1.0993865728378296, -1.132993459701538, -0.9910436868667603]","[-0.031667280942201614, -0.11416569352149963, -0.18223756551742554, -0.18678440153598785, -0.14916950464248657, -0.06132260337471962, -0.13291463255882263, -0.2335527092218399, -0.32838377356529236, -0.5219676494598389, -0.8096184134483337, -1.06170654296875, -1.208984136581421, -1.255518913269043, -1.1586511135101318, -0.9303206205368042, -0.775231659412384, -0.6270518898963928, -0.699068009853363, -0.9654014110565186, -1.1565440893173218, -1.3732587099075317, -1.5933619737625122, -1.7335808277130127, -1.765468716621399, -1.7903798818588257, -1.8201308250427246, -1.9548559188842773, -2.054236888885498]",29
8756,145,12,29,4,2,0.008290768,39.7764,5.4295635,0.6625635395031872,991.5431,"[0.0632210224866867, 0.31239789724349976, 0.5427606105804443, 0.6640446186065674, 0.725495457649231, 0.7295119762420654, 0.565366804599762, 0.31784749031066895, 0.04751113802194595, -0.24744342267513275, -0.5637043118476868, -0.8531504273414612, -1.0281341075897217, -1.0490338802337646, -0.9229865074157715, -0.7414770722389221, -0.5263533592224121, -0.32257914543151855, -0.05094214528799057, 0.2549462914466858, 0.4987679719924927, 0.6806326508522034, 0.8066939115524292, 0.8324750661849976, 0.7827747464179993, 0.5900347232818604, 0.34030160307884216, 0.0829906165599823, -0.14928898215293884]","[1.26357901096344, 1.284852147102356, 1.2039388418197632, 1.0870046615600586, 0.9120921492576599, 0.7127334475517273, 0.5154984593391418, 0.4383050501346588, 0.5285797119140625, 0.5666390657424927, 0.5216101408004761, 0.3594319820404053, 0.08131232112646103, -0.20945461094379425, -0.4684031009674072, -0.7062432765960693, -0.7516188621520996, -0.6706339716911316, -0.6474405527114868, -0.6807249784469604, -0.7835283875465393, -0.943913459777832, -1.1581658124923706, -1.4144055843353271, -1.6141388416290283, -1.747788429260254, -1.7897288799285889, -1.7232757806777954, -1.6522822380065918]",29
10012,166,0,29,5,5,0.29987574,37.14461,5.0191193,0.6681618473124631,926.8739,"[-1.6451551914215088, -1.659475326538086, -1.668818473815918, -1.6720836162567139, -1.7093697786331177, -1.7636346817016602, -1.7848292589187622, -1.7810758352279663, -1.769619345664978, -1.7386964559555054, -1.687734842300415, -1.6307302713394165, -1.5945011377334595, -1.5615308284759521, -1.54556143283844, -1.5698305368423462, -1.6410601139068604, -1.7040722370147705, -1.7452019453048706, -1.7468560934066772, -1.7068923711776733, -1.643362045288086, -1.5591366291046143, -1.489711046218872, -1.424069881439209, -1.364194393157959, -1.3013787269592285, -1.2524166107177734, -1.1944149732589722]","[-0.23874419927597046, -0.2116791307926178, -0.19432534277439117, -0.14758503437042236, -0.08886533975601196, -0.06288132816553116, -0.015484722331166267, 0.042629875242710114, 0.0876614972949028, 0.1406410038471222, 0.19469010829925537, 0.2504940330982208, 0.2854344844818115, 0.3463272750377655, 0.4050963521003723, 0.48568370938301086, 0.5796433687210083, 0.6680142283439636, 0.7445583939552307, 0.8248116970062256, 0.8701412081718445, 0.9085919857025146, 0.9463935494422913, 0.9691131114959717, 0.978480875492096, 1.0216524600982666, 1.1085454225540161, 1.1948322057724, 1.2641172409057617]",29
