id,series_id,start,length,true_class,pred_class,confidence,F_stat,Separability,IG,Composite_Score,dim_0,dim_1,dim_2,Shapelet_Length
3230,23,42,30,0,0,0.6497917,39.848156,1.6797299,0.6459597953751913,879.653,"[0.7797781229019165, 0.7976652979850769, 0.7527453303337097, 0.8567084670066833, 0.8474590182304382, 0.7816585898399353, 0.7865848541259766, 0.6382917165756226, 0.5634641051292419, 0.4899906814098358, 0.48126882314682007, 0.5889837145805359, 0.6080796718597412, 0.6007739901542664, 0.753646731376648, 0.7889891862869263, 0.7137795090675354, 0.5437425971031189, 0.4344097971916199, 0.29674965143203735, 0.23613685369491577, 0.1010889932513237, -0.08450281620025635, -0.16043469309806824, -0.2248721420764923, -0.3115679621696472, -0.4923277795314789, -0.5945269465446472, -0.46376362442970276, -0.5746654868125916]","[2.5066003799438477, 1.034708023071289, -2.429328680038452, -0.6411566734313965, 2.175490140914917, 1.5998153686523438, -2.126107931137085, -1.1726369857788086, 1.6264313459396362, 1.7631698846817017, -1.7413439750671387, -1.3530433177947998, 1.250038743019104, 1.718313455581665, -1.0726687908172607, -2.123305082321167, 1.0408827066421509, 2.001390218734741, -1.0331472158432007, -2.0377659797668457, 0.6603443026542664, 2.104701519012451, -0.512288510799408, -2.0719809532165527, 0.35477763414382935, 1.675737977027893, 0.7690116763114929, -2.348773956298828, -0.02804131992161274, 2.003709316253662]","[-1.3434840440750122, -1.3225066661834717, -0.7645983099937439, -0.677249014377594, -0.8623424172401428, -0.585688054561615, -0.30696240067481995, -0.0845089703798294, 0.1949978619813919, 0.460647851228714, 0.062071263790130615, 0.30945226550102234, 0.4552353322505951, 0.4165760278701782, -0.009007393382489681, -0.228032648563385, -0.31718480587005615, -0.19499623775482178, -0.2786315083503723, -0.2056860774755478, -0.34832555055618286, -0.3870604634284973, -0.10893857479095459, 0.15144048631191254, 0.28011754155158997, 0.206087127327919, 0.31052452325820923, -0.05094757303595543, -0.05286256968975067, 0.7744889259338379]",30
2257,16,86,30,0,0,0.5759196,38.294792,1.4923234,0.5694684570398716,839.13904,"[-0.6306488513946533, -0.5256888270378113, -0.5463928580284119, -0.5188363194465637, -0.5336213111877441, -0.6130362749099731, -0.5031077861785889, -0.48116829991340637, -0.483180969953537, -0.5918701887130737, -0.5904877185821533, -0.43143823742866516, -0.35120049118995667, -0.3416016399860382, -0.3108295798301697, -0.270910382270813, -0.28083789348602295, -0.2819250822067261, -0.2742029130458832, -0.2832551598548889, -0.31591954827308655, -0.28326454758644104, -0.2059517204761505, -0.11778798699378967, -0.13904224336147308, -0.1986686885356903, -0.20809246599674225, -0.22271022200584412, -0.1133657917380333, -0.11544427275657654]","[-1.1334658861160278, 0.6624228954315186, 0.2056732177734375, -1.2257080078125, -0.5975826978683472, 0.6573677062988281, 0.35219430923461914, -1.5575380325317383, -0.7754806280136108, 0.5397449135780334, 0.3635368347167969, -1.7669916152954102, -0.8660903573036194, 0.7579864263534546, -0.45867592096328735, -1.3918989896774292, 0.2635164260864258, 1.032691240310669, -0.6912129521369934, -1.4938454627990723, 0.29801884293556213, 0.8372114300727844, -1.4275145530700684, -0.9932859539985657, 0.7803601622581482, 0.3799903094768524, -1.531483769416809, -0.5822892189025879, 0.7197341918945312, -0.5874492526054382]","[-1.2486586570739746, -1.0807445049285889, -1.2395176887512207, -1.1426023244857788, -1.057828664779663, -1.106382131576538, -0.8043317198753357, -0.5256987810134888, -0.3852384388446808, -0.12479449063539505, -0.022175025194883347, -0.20250867307186127, -0.1934797316789627, -0.09221941977739334, 0.16370320320129395, -0.1188865676522255, -0.2846563756465912, -0.3624649941921234, -0.41406404972076416, -0.8789991140365601, -0.8945695161819458, -0.781980037689209, -0.7809334993362427, -0.6698757410049438, -0.5813162922859192, -0.4458507299423218, -0.5846571326255798, -0.7529354095458984, -0.6985738277435303, -0.6413295865058899]",30
2264,16,54,40,0,0,1.243227,37.589493,1.8082404,0.46172255268170836,829.12317,"[-0.20785488188266754, -0.07078953832387924, -0.01959763839840889, -0.08017571270465851, -0.10470400750637054, -0.11670643091201782, -0.1220860704779625, -0.1313018649816513, -0.11719608306884766, -0.16504478454589844, -0.2202102243900299, -0.13010412454605103, -0.10118871182203293, -0.2020942121744156, -0.3915742337703705, -0.3388766348361969, -0.30502378940582275, -0.35666540265083313, -0.27098461985588074, -0.3075244426727295, -0.3356083035469055, -0.43843933939933777, -0.27885448932647705, -0.46780768036842346, -0.4810754656791687, -0.5089448690414429, -0.5186173915863037, -0.5748358368873596, -0.6582388877868652, -0.6558377742767334, -0.703467845916748, -0.6917886734008789, -0.6306488513946533, -0.5256888270378113, -0.5463928580284119, -0.5188363194465637, -0.5336213111877441, -0.6130362749099731, -0.5031077861785889, -0.48116829991340637]","[-0.7545563578605652, -1.6060525178909302, 0.15835440158843994, 1.0942590236663818, -0.2810478210449219, -1.2325084209442139, 0.3272649347782135, 0.3703559935092926, -1.2407773733139038, -1.0903620719909668, 1.0039280652999878, -0.3500775098800659, -1.6390541791915894, -0.33184105157852173, 0.6999654769897461, -0.8141363859176636, -1.625466227531433, 0.04165644198656082, 0.7851600646972656, -0.567030668258667, -1.6920702457427979, 0.37421324849128723, 1.2397056818008423, -0.3853156566619873, -1.4374635219573975, 0.11887943744659424, 0.9532296061515808, -0.687539279460907, -1.3674958944320679, 0.14462772011756897, 0.3772091865539551, -0.8484081029891968, -1.1334658861160278, 0.6624228954315186, 0.2056732177734375, -1.2257080078125, -0.5975826978683472, 0.6573677062988281, 0.35219430923461914, -1.5575380325317383]","[-0.6179270148277283, -0.779107928276062, 0.8136680722236633, 0.8702651858329773, -0.15327496826648712, -0.6444718837738037, 1.5903794765472412, 0.9585386514663696, -0.29285794496536255, -0.5300393104553223, 0.947833240032196, 0.6696258783340454, -0.13792282342910767, -0.4710349142551422, -0.44878509640693665, 0.037628788501024246, -0.5813454389572144, -0.6932902336120605, -0.6887727379798889, -1.2143579721450806, -1.8141729831695557, -1.6385889053344727, -1.165518879890442, -1.2143230438232422, -1.8571951389312744, -1.6881120204925537, -1.466367483139038, -0.7887150049209595, -1.2528865337371826, -1.231205940246582, -1.4923772811889648, -1.2956476211547852, -1.2486586570739746, -1.0807445049285889, -1.2395176887512207, -1.1426023244857788, -1.057828664779663, -1.106382131576538, -0.8043317198753357, -0.5256987810134888]",40
3649,26,177,20,0,0,0.9038563,37.688583,1.4155736,0.3740518283201619,814.94147,"[0.5712719559669495, 0.6094801425933838, 0.7087329626083374, 0.7378668785095215, 0.6075618267059326, 0.45394623279571533, 0.4132920205593109, 0.3889794647693634, 0.31875523924827576, 0.28018632531166077, 0.032333195209503174, -0.28706490993499756, -0.4271198809146881, -0.4898994266986847, -0.4531833827495575, -0.4227778911590576, -0.5039414763450623, -0.50750333070755, -0.3914971351623535, -0.2596764862537384]","[-0.9079707860946655, -1.8417752981185913, -0.039773087948560715, 1.9662419557571411, -0.4702298641204834, -2.6816389560699463, -0.42049381136894226, 1.8688198328018188, -0.6687526106834412, -2.285590410232544, -1.132110834121704, 1.7796050310134888, 0.5079904794692993, -2.1426193714141846, -2.009197950363159, 1.961475133895874, 1.3325226306915283, -2.358337640762329, -2.5622241497039795, 0.5098759531974792]","[-0.3153876066207886, -0.5560324192047119, -1.0264296531677246, -0.8781126737594604, -0.822908341884613, -0.6514272689819336, -0.7595478296279907, -0.8763902187347412, -1.1585991382598877, -1.287453532218933, -1.173463225364685, -1.368485450744629, -1.4669551849365234, -1.297234296798706, -1.3168576955795288, -1.4442585706710815, -1.435059905052185, -1.6081537008285522, -1.4503285884857178, -1.3263674974441528]",20
2251,16,57,30,0,0,1.1017685,36.54279,1.553659,0.45078589498388766,800.0048,"[-0.08017571270465851, -0.10470400750637054, -0.11670643091201782, -0.1220860704779625, -0.1313018649816513, -0.11719608306884766, -0.16504478454589844, -0.2202102243900299, -0.13010412454605103, -0.10118871182203293, -0.2020942121744156, -0.3915742337703705, -0.3388766348361969, -0.30502378940582275, -0.35666540265083313, -0.27098461985588074, -0.3075244426727295, -0.3356083035469055, -0.43843933939933777, -0.27885448932647705, -0.46780768036842346, -0.4810754656791687, -0.5089448690414429, -0.5186173915863037, -0.5748358368873596, -0.6582388877868652, -0.6558377742767334, -0.703467845916748, -0.6917886734008789, -0.6306488513946533]","[1.0942590236663818, -0.2810478210449219, -1.2325084209442139, 0.3272649347782135, 0.3703559935092926, -1.2407773733139038, -1.0903620719909668, 1.0039280652999878, -0.3500775098800659, -1.6390541791915894, -0.33184105157852173, 0.6999654769897461, -0.8141363859176636, -1.625466227531433, 0.04165644198656082, 0.7851600646972656, -0.567030668258667, -1.6920702457427979, 0.37421324849128723, 1.2397056818008423, -0.3853156566619873, -1.4374635219573975, 0.11887943744659424, 0.9532296061515808, -0.687539279460907, -1.3674958944320679, 0.14462772011756897, 0.3772091865539551, -0.8484081029891968, -1.1334658861160278]","[0.8702651858329773, -0.15327496826648712, -0.6444718837738037, 1.5903794765472412, 0.9585386514663696, -0.29285794496536255, -0.5300393104553223, 0.947833240032196, 0.6696258783340454, -0.13792282342910767, -0.4710349142551422, -0.44878509640693665, 0.037628788501024246, -0.5813454389572144, -0.6932902336120605, -0.6887727379798889, -1.2143579721450806, -1.8141729831695557, -1.6385889053344727, -1.165518879890442, -1.2143230438232422, -1.8571951389312744, -1.6881120204925537, -1.466367483139038, -0.7887150049209595, -1.2528865337371826, -1.231205940246582, -1.4923772811889648, -1.2956476211547852, -1.2486586570739746]",30
15987,114,163,40,2,2,0.85643053,21.92826,1.4735832,0.38327408655891515,501.9364,"[0.8980900049209595, 0.21539077162742615, -0.6124043464660645, -0.45538634061813354, 0.18751591444015503, 1.247757077217102, 1.388513207435608, 0.980574369430542, 0.28622058033943176, -0.5480207204818726, -0.45605602860450745, 0.0997844785451889, 1.0600109100341797, 1.1911919116973877, 0.9351977109909058, 0.4749216139316559, -0.20450550317764282, -0.47146153450012207, -0.10001691430807114, 0.5903753042221069, 1.436123013496399, 1.1498388051986694, 0.7305371165275574, 0.13770988583564758, -0.6264349222183228, -0.5244805216789246, 0.0196420568972826, 1.168570876121521, 1.6896417140960693, 1.1533691883087158, 0.25653961300849915, -0.6601921916007996, -0.3599037230014801, 0.3178867995738983, 1.289577841758728, 1.3807568550109863, 0.9192103743553162, 0.3126158118247986, -0.4296601116657257, -0.4759674668312073]","[-0.6856232285499573, -1.2286924123764038, -0.36114415526390076, 0.29109594225883484, -0.6194621324539185, -1.693929672241211, -0.7378649115562439, 0.12164995074272156, -0.035255905240774155, -0.9833129644393921, -1.0586479902267456, -0.22731941938400269, -0.060323745012283325, -0.5669147372245789, -0.9896047711372375, -0.8052083849906921, -0.09088855981826782, 0.13383443653583527, -0.708789587020874, -1.4035913944244385, -0.8597440123558044, 0.014070729725062847, 0.0961742028594017, -0.9890906810760498, -1.529470682144165, -0.5429033041000366, 0.3394547998905182, -0.28503692150115967, -1.486055612564087, -1.1502777338027954, 0.06275776028633118, 0.07212727516889572, -1.3023725748062134, -1.6820329427719116, -0.26200971007347107, 0.23297280073165894, -0.5153178572654724, -1.8433583974838257, -1.0945202112197876, -0.16440272331237793]","[-0.7671601176261902, -0.5008937120437622, -0.08125238120555878, -0.15872114896774292, -0.5293715596199036, -0.9514846801757812, -0.5753127336502075, -0.1388578712940216, -0.28489744663238525, -0.36242562532424927, -0.8764349222183228, -0.7506153583526611, -0.23740029335021973, -0.20367088913917542, -0.21367362141609192, -0.8066876530647278, -0.7056703567504883, -0.3588557839393616, -0.10456764698028564, -0.15440379083156586, -0.5573755502700806, -0.5847163796424866, -0.20030666887760162, -0.3585885763168335, -0.14472030103206635, -0.44138455390930176, -0.6344600319862366, -0.15824399888515472, -0.04014371335506439, -0.12256291508674622, -0.5384146571159363, -0.9203583598136902, -0.12147004902362823, -0.041045863181352615, -0.06767483800649643, -0.7124584913253784, -0.3377365171909332, 0.200945645570755, -0.32232630252838135, -0.9450430870056152]",40
17785,127,65,20,2,0,0.24035692,19.320814,1.1244855,0.45458827039048244,442.88025,"[0.9719066023826599, 0.5069215893745422, 0.016853289678692818, 0.4368438422679901, 1.0620871782302856, 0.6672577261924744, -0.0659986287355423, 0.10662981122732162, 0.9798376560211182, 0.8700984120368958, 0.016367165371775627, 0.017886940389871597, 0.6612117290496826, 0.9068476557731628, 0.35359349846839905, -0.03535314276814461, 0.4244590103626251, 1.0769972801208496, 0.5146190524101257, -0.2298801690340042]","[-0.8273442387580872, -0.6616856455802917, -0.03156215324997902, -0.20749850571155548, -0.8239738345146179, -0.5964502096176147, -0.014941231347620487, -0.18185219168663025, -1.031184196472168, -0.9411319494247437, 0.003532427828758955, 0.15713798999786377, -0.7297740578651428, -0.9535782933235168, -0.3706050217151642, 0.1256222277879715, -0.3061102628707886, -0.9186400771141052, -0.7396911382675171, -0.10417661815881729]","[0.15144048631191254, 0.11290140450000763, -0.737779974937439, -1.1260071992874146, -0.2989613711833954, 0.16244526207447052, -0.2490939050912857, -1.1921581029891968, -0.6894771456718445, -0.055579110980033875, -0.012650683522224426, -0.7176766395568848, -0.9125412702560425, -0.2598951458930969, -0.047889698296785355, -0.2165638655424118, -0.8261556625366211, -0.7051401138305664, -0.18424318730831146, 0.10177768766880035]",20
17509,125,185,20,2,1,0.32687807,19.136362,0.94194317,0.4850302346048325,435.23706,"[1.317326307296753, 0.7551078200340271, -0.3765573799610138, -1.118019461631775, -0.5206281542778015, 0.6917607188224792, 1.5333939790725708, 1.0966732501983643, -0.37524470686912537, -1.2382285594940186, -0.6653068661689758, 1.0176270008087158, 1.569292664527893, 0.5895490646362305, -0.8477044105529785, -1.1938503980636597, -0.17848031222820282, 1.6209557056427002, 1.2772905826568604, 0.20292428135871887]","[0.4021449685096741, 0.466814249753952, 1.0265192985534668, 1.4231805801391602, 1.024130940437317, 0.6641673445701599, 0.26865148544311523, 0.4945058822631836, 1.0419831275939941, 1.1646089553833008, 0.893699049949646, 0.7228042483329773, 0.36738234758377075, 0.575249195098877, 0.9028575420379639, 1.1763155460357666, 0.9345067739486694, 0.8809311985969543, 0.4560260474681854, 0.4085889458656311]","[-0.48343852162361145, -2.009904146194458, -2.351841688156128, -1.6144510507583618, -0.5917680263519287, -0.04241444915533066, -0.6490379571914673, -1.76072096824646, -2.221912145614624, -1.7699878215789795, -0.5099056363105774, -0.12137845158576965, -1.3623369932174683, -2.0083091259002686, -1.843843936920166, -1.4501323699951172, -1.0019896030426025, -0.3490895926952362, -1.0456147193908691, -1.8813767433166504]",20
16273,116,30,50,2,1,0.77481556,17.76247,1.7620182,0.399372340694778,428.07855,"[-0.933440625667572, -0.6685091257095337, 0.2169569879770279, 1.5985175371170044, 1.1072741746902466, -0.3835054934024811, -1.2468256950378418, -0.5741110444068909, 1.0775401592254639, 1.4385979175567627, 0.4991793930530548, -0.8369938731193542, -1.0369057655334473, -0.13979926705360413, 1.4035916328430176, 1.1740649938583374, 0.033280301839113235, -0.9224915504455566, -0.7065843939781189, 0.6887684464454651, 1.5267486572265625, 0.4373737573623657, -0.6746406555175781, -0.8284723162651062, -0.21805405616760254, 1.222957968711853, 1.4624541997909546, 0.49564608931541443, -0.8182538151741028, -0.8658725023269653, -0.09116963297128677, 1.601287603378296, 1.0779006481170654, -0.27763983607292175, -1.1075278520584106, -0.4839607775211334, 1.1768735647201538, 1.449964165687561, 0.5823767185211182, -0.7274652123451233, -0.7812432646751404, -0.22171299159526825, 1.5091975927352905, 1.1558870077133179, -0.14183399081230164, -1.125937581062317, -0.7096081972122192, 0.6713830232620239, 1.3346322774887085, 0.3643752336502075]","[0.9939297437667847, 0.7462289929389954, 0.2480306625366211, 0.40573933720588684, 0.7456860542297363, 0.9744446873664856, 0.9212110042572021, 0.46986132860183716, 0.2904150187969208, 0.5044062733650208, 0.6998793482780457, 1.0278303623199463, 0.8376238346099854, 0.3152916431427002, 0.2258709967136383, 0.534040629863739, 0.9044211506843567, 0.9390339255332947, 0.6349472999572754, 0.3230540156364441, 0.2539273202419281, 0.6806603074073792, 1.1114710569381714, 0.9365434646606445, 0.6113197803497314, 0.2205222249031067, 0.4884113669395447, 1.0421949625015259, 0.8919327855110168, 0.7442960739135742, 0.34669938683509827, 0.21099500358104706, 0.5198673605918884, 1.129584789276123, 1.0649837255477905, 0.8852009773254395, 0.4134197533130646, 0.3459313213825226, 0.8873765468597412, 0.9664368629455566, 0.893173098564148, 0.5510355830192566, 0.1873706579208374, 0.40590617060661316, 0.8282020092010498, 1.0640915632247925, 0.9548195004463196, 0.6002179980278015, 0.2957255244255066, 0.5460658669471741]","[-1.567899465560913, -0.7531391382217407, -0.8085216879844666, -1.8163299560546875, -2.1954526901245117, -1.7743076086044312, -1.1863874197006226, -0.8651143312454224, -0.9283580183982849, -1.2758177518844604, -2.0701475143432617, -1.779972791671753, -1.3656595945358276, -0.7106219530105591, -1.2280938625335693, -1.671217441558838, -1.4537370204925537, -1.9258456230163574, -1.3146424293518066, -0.8893779516220093, -1.4203099012374878, -2.099424362182617, -1.8146212100982666, -1.4737006425857544, -0.6798402070999146, -0.6641382575035095, -1.5795695781707764, -1.9568346738815308, -1.8834344148635864, -1.5238807201385498, -0.359892874956131, -1.4411897659301758, -2.0863094329833984, -1.9419554471969604, -1.4808881282806396, -1.0643022060394287, -0.47235509753227234, -1.2712700366973877, -2.2547104358673096, -1.7693288326263428, -1.6578845977783203, -0.8091675043106079, -0.5057235360145569, -1.0932315587997437, -1.9264237880706787, -2.2818171977996826, -1.63371741771698, -0.9527788162231445, -0.44186609983444214, -1.154545783996582]",50
17225,123,120,20,2,0,0.1324544,18.668592,0.96263504,0.44786840788914306,424.64435,"[0.3665154278278351, -0.13444648683071136, 0.2959595322608948, 1.1673083305358887, 0.9247704744338989, 0.03149868920445442, -0.008115251548588276, 0.58942711353302, 1.0085704326629639, 0.3280361592769623, -0.1389819234609604, 0.41920897364616394, 1.0895761251449585, 0.8576071858406067, -0.11389948427677155, -0.01943822018802166, 0.6702719926834106, 1.1472811698913574, 0.2604137063026428, -0.3544761836528778]","[-0.5101811289787292, -0.07836056500673294, -0.16019198298454285, -0.7017507553100586, -0.8354247808456421, -0.5895759463310242, -0.056904345750808716, -0.2490609586238861, -0.9766199588775635, -0.8122087717056274, -0.256870836019516, 0.14791947603225708, -0.5746655464172363, -1.0657621622085571, -0.5906541347503662, 0.007039050571620464, -0.10851405560970306, -0.8281409740447998, -0.8784647583961487, -0.3268929123878479]","[-0.5820951461791992, -0.8556334376335144, -0.1501486897468567, 0.21809399127960205, -0.052992310374975204, -0.8744451403617859, -0.49305644631385803, -0.04585465043783188, 0.03319757804274559, -0.6504120230674744, -0.614658534526825, -0.12328783422708511, 0.03168628737330437, -0.2772255837917328, -0.6333432793617249, -0.24850662052631378, -0.047003183513879776, 0.05094779655337334, -0.679496705532074, -0.6209042072296143]",20
