id,series_id,start,length,true_class,pred_class,confidence,F_stat,Separability,IG,Composite_Score,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,Shapelet_Length
1665,41,2,13,0,3,0.72195625,33.16225,1.3104875,0.361188525762536,720.6191,"[1.5413217544555664, 1.274785041809082, -0.12147185206413269, -0.5737398862838745, -0.5064072608947754, -0.29672950506210327, -0.11482526361942291, -0.07345468550920486, -0.22138214111328125, -0.3133319318294525, -0.32942789793014526, -0.44685307145118713, -0.4325234591960907]","[3.317681312561035, 0.6502123475074768, 0.1817198395729065, -0.2463507354259491, -0.2341463267803192, -0.05616306886076927, 0.316864013671875, 0.4306092858314514, 0.6435480117797852, 0.3869937062263489, 0.08372917771339417, 0.2609230875968933, -0.012244878336787224]","[2.627572536468506, 2.2508294582366943, 1.756913185119629, 1.544784665107727, 0.9370680451393127, 0.47725793719291687, 0.3217106759548187, 0.32472342252731323, 0.23046910762786865, 0.263070672750473, 0.47364023327827454, 0.19284340739250183, 0.585802435874939]","[9.024710655212402, -0.6103652715682983, -0.11217979341745377, -0.28729426860809326, 0.01876036264002323, 0.05576658993959427, 0.11693870276212692, 0.26809802651405334, 0.15205509960651398, 0.2649117708206177, 0.10861650854349136, 0.17824147641658783, 0.31083810329437256]","[-3.374805450439453, -0.9935651421546936, 0.013367818668484688, -0.20999294519424438, -0.3235619068145752, -0.09573812037706375, -0.15740345418453217, -0.286211758852005, -0.03454781323671341, 0.08289024233818054, 0.16609202325344086, 0.18897192180156708, -0.13894283771514893]","[3.8001508712768555, 1.9878989458084106, 0.4445304870605469, 0.2794281542301178, 0.24138523638248444, 0.3190150558948517, 0.31712815165519714, 0.2259925752878189, 0.2879981994628906, 0.2202821969985962, 0.10471390932798386, 0.1062300056219101, 0.16067320108413696]",13
1187,29,2,13,1,1,0.40517592,21.646595,0.91106796,0.2524186794161982,472.88486,"[-1.9956563711166382, -2.130422592163086, 0.46959739923477173, 0.6113994121551514, 0.6158034801483154, 2.1906957626342773, 2.4346368312835693, 2.080868721008301, 1.062409520149231, -1.0426554679870605, -1.5369693040847778, -1.4803180694580078, -0.8616697788238525]","[-0.8702351450920105, -1.038130760192871, -0.18474939465522766, -0.010797192342579365, -0.8727296590805054, 1.5816247463226318, -1.004530906677246, 1.5230348110198975, -2.2734804153442383, 0.08664815127849579, -0.12936276197433472, -0.1426534205675125, -0.6094427704811096]","[1.0760530233383179, 1.9045889377593994, 0.2915835976600647, -0.8853418827056885, -0.08896549791097641, -1.8157739639282227, -0.6169698238372803, -0.31203410029411316, 1.6262998580932617, 1.2559319734573364, 0.23572765290737152, 0.3286721706390381, 0.7189406156539917]","[-0.4788326025009155, -0.03622755780816078, 0.09541777521371841, 0.045200150460004807, -0.49625906348228455, -0.519157350063324, 0.35312315821647644, -1.0374499559402466, -1.800338864326477, -0.3693218529224396, 0.008787023834884167, 0.07984936982393265, 0.5886330604553223]","[0.22651638090610504, 0.5832479596138, 0.26909714937210083, -0.042552296072244644, -0.19314515590667725, 2.331998348236084, -2.6009089946746826, -0.21718370914459229, -0.3495321571826935, -0.08051866292953491, -0.020138973370194435, -0.09902902692556381, -0.2608497440814972]","[0.5421983599662781, 0.6807043552398682, 0.33679142594337463, -0.05131126195192337, 0.24347299337387085, 1.144608974456787, -6.442780494689941, 4.201220512390137, -0.07991833984851837, -0.10510943830013275, -0.045823924243450165, 0.035476960241794586, 0.18278269469738007]",13
1176,29,3,8,1,1,0.335397,21.935541,0.7050905,0.23322995236462196,471.52502,"[-2.130422592163086, 0.46959739923477173, 0.6113994121551514, 0.6158034801483154, 2.1906957626342773, 2.4346368312835693, 2.080868721008301, 1.062409520149231]","[-1.038130760192871, -0.18474939465522766, -0.010797192342579365, -0.8727296590805054, 1.5816247463226318, -1.004530906677246, 1.5230348110198975, -2.2734804153442383]","[1.9045889377593994, 0.2915835976600647, -0.8853418827056885, -0.08896549791097641, -1.8157739639282227, -0.6169698238372803, -0.31203410029411316, 1.6262998580932617]","[-0.03622755780816078, 0.09541777521371841, 0.045200150460004807, -0.49625906348228455, -0.519157350063324, 0.35312315821647644, -1.0374499559402466, -1.800338864326477]","[0.5832479596138, 0.26909714937210083, -0.042552296072244644, -0.19314515590667725, 2.331998348236084, -2.6009089946746826, -0.21718370914459229, -0.3495321571826935]","[0.6807043552398682, 0.33679142594337463, -0.05131126195192337, 0.24347299337387085, 1.144608974456787, -6.442780494689941, 4.201220512390137, -0.07991833984851837]",8
1180,29,1,13,1,1,0.3805647,21.532015,0.89321804,0.2779415259504965,471.3339,"[-0.8802964091300964, -1.9956563711166382, -2.130422592163086, 0.46959739923477173, 0.6113994121551514, 0.6158034801483154, 2.1906957626342773, 2.4346368312835693, 2.080868721008301, 1.062409520149231, -1.0426554679870605, -1.5369693040847778, -1.4803180694580078]","[-0.9455768465995789, -0.8702351450920105, -1.038130760192871, -0.18474939465522766, -0.010797192342579365, -0.8727296590805054, 1.5816247463226318, -1.004530906677246, 1.5230348110198975, -2.2734804153442383, 0.08664815127849579, -0.12936276197433472, -0.1426534205675125]","[-0.592047929763794, 1.0760530233383179, 1.9045889377593994, 0.2915835976600647, -0.8853418827056885, -0.08896549791097641, -1.8157739639282227, -0.6169698238372803, -0.31203410029411316, 1.6262998580932617, 1.2559319734573364, 0.23572765290737152, 0.3286721706390381]","[-0.17518532276153564, -0.4788326025009155, -0.03622755780816078, 0.09541777521371841, 0.045200150460004807, -0.49625906348228455, -0.519157350063324, 0.35312315821647644, -1.0374499559402466, -1.800338864326477, -0.3693218529224396, 0.008787023834884167, 0.07984936982393265]","[0.05380592495203018, 0.22651638090610504, 0.5832479596138, 0.26909714937210083, -0.042552296072244644, -0.19314515590667725, 2.331998348236084, -2.6009089946746826, -0.21718370914459229, -0.3495321571826935, -0.08051866292953491, -0.020138973370194435, -0.09902902692556381]","[-0.248596653342247, 0.5421983599662781, 0.6807043552398682, 0.33679142594337463, -0.05131126195192337, 0.24347299337387085, 1.144608974456787, -6.442780494689941, 4.201220512390137, -0.07991833984851837, -0.10510943830013275, -0.045823924243450165, 0.035476960241794586]",13
1183,29,3,13,1,1,0.3804295,21.508595,0.8651993,0.2761231437533299,469.93402,"[-2.130422592163086, 0.46959739923477173, 0.6113994121551514, 0.6158034801483154, 2.1906957626342773, 2.4346368312835693, 2.080868721008301, 1.062409520149231, -1.0426554679870605, -1.5369693040847778, -1.4803180694580078, -0.8616697788238525, 0.6815167665481567]","[-1.038130760192871, -0.18474939465522766, -0.010797192342579365, -0.8727296590805054, 1.5816247463226318, -1.004530906677246, 1.5230348110198975, -2.2734804153442383, 0.08664815127849579, -0.12936276197433472, -0.1426534205675125, -0.6094427704811096, 0.2944830060005188]","[1.9045889377593994, 0.2915835976600647, -0.8853418827056885, -0.08896549791097641, -1.8157739639282227, -0.6169698238372803, -0.31203410029411316, 1.6262998580932617, 1.2559319734573364, 0.23572765290737152, 0.3286721706390381, 0.7189406156539917, 0.3035602569580078]","[-0.03622755780816078, 0.09541777521371841, 0.045200150460004807, -0.49625906348228455, -0.519157350063324, 0.35312315821647644, -1.0374499559402466, -1.800338864326477, -0.3693218529224396, 0.008787023834884167, 0.07984936982393265, 0.5886330604553223, 0.5529227256774902]","[0.5832479596138, 0.26909714937210083, -0.042552296072244644, -0.19314515590667725, 2.331998348236084, -2.6009089946746826, -0.21718370914459229, -0.3495321571826935, -0.08051866292953491, -0.020138973370194435, -0.09902902692556381, -0.2608497440814972, 0.5321579575538635]","[0.6807043552398682, 0.33679142594337463, -0.05131126195192337, 0.24347299337387085, 1.144608974456787, -6.442780494689941, 4.201220512390137, -0.07991833984851837, -0.10510943830013275, -0.045823924243450165, 0.035476960241794586, 0.18278269469738007, 0.3479272425174713]",13
628,15,2,13,1,1,0.47024488,20.833574,0.84072495,0.21435861220503494,452.61115,"[-2.271280288696289, 0.6696667075157166, 0.1461438089609146, 1.1291719675064087, 0.8485329747200012, 2.3422834873199463, 1.3087462186813354, 1.108157992362976, -1.0782414674758911, -1.649983525276184, -1.1686891317367554, 0.36385267972946167, 0.3536522090435028]","[-1.851741909980774, 0.08069317787885666, -0.5368017554283142, 1.1562482118606567, 1.6905779838562012, 1.7836594581604004, -0.3359054625034332, -1.576567530632019, -0.4839109480381012, -0.4792023301124573, -0.4830125868320465, -0.3799670934677124, -0.5777144432067871]","[1.8977679014205933, 0.7485234141349792, -0.43242666125297546, 0.7464472651481628, -1.3336318731307983, -2.0625357627868652, 2.879317283630371, 2.1069552898406982, 0.6373215317726135, 0.4969722330570221, 0.433603435754776, 0.3457236588001251, 0.32246845960617065]","[0.32844316959381104, 0.8117078542709351, -0.6892380714416504, -0.05745517462491989, -0.19542783498764038, 4.44003438949585, -2.465397834777832, -0.7548214793205261, -0.4109511375427246, 0.09197566658258438, 0.3120664358139038, 0.31572967767715454, 0.4808269441127777]","[1.6273810863494873, 0.33240634202957153, 0.24494200944900513, 2.5268497467041016, 3.5730931758880615, -3.3399808406829834, -0.7714244723320007, -0.9114087224006653, -0.3476545214653015, -0.08921072632074356, 0.21591177582740784, 0.039583027362823486, -0.15200434625148773]","[1.0070388317108154, 0.34679198265075684, 0.3090612590312958, 1.4884288311004639, -1.035729169845581, 1.9762030839920044, 1.0597079992294312, -1.4010393619537354, -0.3351603150367737, -0.10693756490945816, -0.0632496178150177, 0.02860385738313198, 0.015437278896570206]",13
1674,41,2,18,0,3,0.9538474,18.778418,1.2808108,0.2582646863503666,426.9059,"[1.5413217544555664, 1.274785041809082, -0.12147185206413269, -0.5737398862838745, -0.5064072608947754, -0.29672950506210327, -0.11482526361942291, -0.07345468550920486, -0.22138214111328125, -0.3133319318294525, -0.32942789793014526, -0.44685307145118713, -0.4325234591960907, -0.38981878757476807, -0.3211086392402649, -0.30671513080596924, -0.15977159142494202, 0.41127604246139526]","[3.317681312561035, 0.6502123475074768, 0.1817198395729065, -0.2463507354259491, -0.2341463267803192, -0.05616306886076927, 0.316864013671875, 0.4306092858314514, 0.6435480117797852, 0.3869937062263489, 0.08372917771339417, 0.2609230875968933, -0.012244878336787224, -0.029357217252254486, -0.2900697588920593, -0.16005514562129974, 0.07786006480455399, 0.3523399829864502]","[2.627572536468506, 2.2508294582366943, 1.756913185119629, 1.544784665107727, 0.9370680451393127, 0.47725793719291687, 0.3217106759548187, 0.32472342252731323, 0.23046910762786865, 0.263070672750473, 0.47364023327827454, 0.19284340739250183, 0.585802435874939, 0.3175537586212158, -0.25136616826057434, -0.325261652469635, 0.14956150949001312, 0.3671365976333618]","[9.024710655212402, -0.6103652715682983, -0.11217979341745377, -0.28729426860809326, 0.01876036264002323, 0.05576658993959427, 0.11693870276212692, 0.26809802651405334, 0.15205509960651398, 0.2649117708206177, 0.10861650854349136, 0.17824147641658783, 0.31083810329437256, 0.32881176471710205, 0.13660386204719543, -0.139404296875, -0.2744483947753906, -0.05213698372244835]","[-3.374805450439453, -0.9935651421546936, 0.013367818668484688, -0.20999294519424438, -0.3235619068145752, -0.09573812037706375, -0.15740345418453217, -0.286211758852005, -0.03454781323671341, 0.08289024233818054, 0.16609202325344086, 0.18897192180156708, -0.13894283771514893, 0.07540715485811234, 0.24700824916362762, 0.6109325289726257, 0.6707862615585327, 0.5266596674919128]","[3.8001508712768555, 1.9878989458084106, 0.4445304870605469, 0.2794281542301178, 0.24138523638248444, 0.3190150558948517, 0.31712815165519714, 0.2259925752878189, 0.2879981994628906, 0.2202821969985962, 0.10471390932798386, 0.1062300056219101, 0.16067320108413696, 0.10266359150409698, 0.09562122076749802, -0.15468186140060425, -0.1502126157283783, -0.3439643085002899]",18
2098,52,20,8,0,3,0.44334936,18.144829,0.5701146,0.27854898460567257,393.92746,"[1.285342812538147, 1.6419413089752197, 0.9113306403160095, 0.778999924659729, 0.5428058505058289, 0.4376506507396698, 0.5653288960456848, 0.5206713676452637]","[-0.12309034913778305, 1.0631210803985596, 0.12595203518867493, -0.5590286254882812, -0.7554438710212708, -0.8950784206390381, -0.29915913939476013, -0.03194451704621315]","[-0.36059755086898804, -2.5886752605438232, -2.557137966156006, -1.7984392642974854, 0.9665767550468445, 1.2845157384872437, 0.42513060569763184, 0.08381552249193192]","[1.267810344696045, 1.744829535484314, 0.4783952236175537, 0.645808219909668, -0.3158479928970337, -0.4001498222351074, -0.04574133828282356, 0.6292226910591125]","[-0.27232229709625244, 1.5487020015716553, 1.3818014860153198, 1.4539254903793335, 1.574719786643982, 0.8920164704322815, 0.09358374774456024, 0.5380665063858032]","[1.7528630495071411, 1.347845435142517, 0.4467819631099701, -0.3595292568206787, -1.2074559926986694, -0.2021595686674118, 0.22677063941955566, -0.1818937361240387]",8
1912,47,11,18,0,3,0.52764463,16.987364,0.82102966,0.39014470496616394,383.8854,"[-0.4370857775211334, 1.7419391870498657, 1.6014093160629272, 1.764041781425476, 1.1539428234100342, 1.040083408355713, 0.8195090889930725, 0.01147132832556963, -0.23536334931850433, -0.6876514554023743, -0.08243658393621445, 0.18030129373073578, 0.21530158817768097, 0.8737151026725769, 1.5119223594665527, 0.21131648123264313, -0.004860630724579096, -0.12415659427642822]","[-0.1551080346107483, -2.3590569496154785, -2.5222229957580566, 2.278306484222412, -0.7371267080307007, 0.7055902481079102, 0.3088280260562897, -0.0968211218714714, -0.6556882262229919, 0.431638240814209, -0.9125502109527588, -0.25871971249580383, 0.2767297327518463, -0.0058744559064507484, -1.380450963973999, 0.4323539733886719, 0.25941988825798035, 1.4841893911361694]","[-0.6189489960670471, -1.0412628650665283, -0.800909698009491, -2.241602897644043, 1.6270431280136108, 0.391229510307312, -0.44436997175216675, -1.160019040107727, -1.0401643514633179, -1.370492696762085, -0.31042277812957764, -0.4775986671447754, 0.2570302486419678, -0.4557459354400635, 0.6831353902816772, 0.553176760673523, 0.8457097411155701, 0.1295945942401886]","[-0.33246663212776184, -1.0286810398101807, -0.9900827407836914, 3.898516893386841, -0.5634111166000366, 0.5059215426445007, 0.49402564764022827, 0.6428464651107788, 0.21351522207260132, -0.1434333324432373, -0.9243536591529846, -0.6625433564186096, 0.2244088351726532, 0.19482338428497314, -1.1426310539245605, -0.6536118984222412, -0.428421288728714, 1.22356116771698]","[0.8960234522819519, -0.9817389845848083, -1.0027945041656494, -0.855313241481781, -1.2179092168807983, -0.10328588634729385, 0.44999128580093384, 0.8152491450309753, 0.665043830871582, 0.8855912089347839, 1.339058756828308, 0.2354627102613449, 0.08164709061384201, 0.5575048327445984, -0.4061032235622406, -0.8835838437080383, 0.1257466971874237, 1.370671033859253]","[0.5100269913673401, -2.279204845428467, -1.8299782276153564, 0.35546496510505676, -0.12517237663269043, 0.3778397738933563, 0.24795281887054443, -0.2214764803647995, -0.2721458077430725, -0.29156747460365295, -0.21162857115268707, -0.320821076631546, -0.4872267544269562, -1.2251836061477661, -1.387703776359558, -0.2758174538612366, -0.19303077459335327, 0.4888688921928406]",18
2935,73,3,8,0,3,0.43829513,17.409836,0.6537447,0.28473355453702687,382.04572,"[-0.281619668006897, -0.6845216155052185, -2.764272689819336, -3.3009986877441406, -3.159242630004883, -3.412835121154785, -3.632154941558838, -3.5212433338165283]","[-0.22831712663173676, -0.3282468914985657, -1.8311848640441895, -3.0744450092315674, -2.6111323833465576, -3.1484289169311523, -2.785386085510254, -2.4795291423797607]","[1.0888327360153198, -0.565241813659668, -1.2849712371826172, -1.0921696424484253, -1.279582142829895, -1.469675898551941, -1.4029343128204346, -1.3810887336730957]","[0.5777223110198975, 0.6195676326751709, 0.683843731880188, -5.3192338943481445, -4.2350287437438965, -4.740930080413818, -6.056808948516846, -4.9825119972229]","[-0.6558175086975098, -2.1070334911346436, -2.831247329711914, 4.783977031707764, 3.89017653465271, 5.109760284423828, 5.301609992980957, 5.204707145690918]","[0.5152000188827515, 1.0332305431365967, 1.01776123046875, -0.5842767953872681, -0.6583779454231262, -0.5365211963653564, -0.803464949131012, -0.48692572116851807]",8
