id,series_id,start,length,true_class,pred_class,confidence,F_stat,Separability,IG,Composite_Score,Shapelet_Values
1896,21,173,20,0,0,0.07124138,37.246,1.056643,0.6037917338723853,37.95578,"[0.917246401309967, 0.2376379817724228, 0.09806913882493973, 0.8584353923797607, 0.7229076623916626, 0.2575577199459076, 0.1450055092573166, 1.0401990413665771, 0.8209586143493652, 0.3175172507762909, -0.025064164772629738, 0.45905861258506775, 0.47317346930503845, 0.6838696002960205, 0.54344642162323, 0.24712017178535461, 0.9547251462936401, 0.5777408480644226, 0.4508209526538849, 0.3936436176300049, 0.063313789665699, 0.1405084729194641, 0.0063242618925869465, 0.12299685180187225, 0.2530454099178314, -0.01589592732489109, -0.32601985335350037, -0.46197906136512756, -0.5220907330513, -0.6887511610984802, -0.8487628102302551, -0.6736452579498291, -0.4870825409889221, -0.6065171957015991, -0.7025326490402222, -0.5888935923576355, -0.4294891357421875, -0.3973084092140198, -0.3525802195072174, -0.18341170251369476, 0.057313691824674606, 0.05382508784532547, -0.06412464380264282, -0.2992287874221802, -0.15264521539211273, 0.37822842597961426, 0.5987505912780762, 0.8458203077316284, 1.1063495874404907, 1.2173810005187988, 1.4239124059677124, 1.5611698627471924, 1.7598369121551514, 1.6023485660552979, 1.3516331911087036, 1.2614538669586182, 1.692257046699524, 1.6564184427261353, 1.747255563735962, 1.4225178956985474]"
1429,15,115,90,0,0,1.2729912,23.987753,2.1045303,0.5974965393112034,35.303738,"[0.22190795838832855, 0.19722990691661835, 0.14519895613193512, 0.18111073970794678, 0.2693527340888977, 0.26638150215148926, 0.24988670647144318, 0.26468977332115173, 0.3093390464782715, 0.3331466615200043, 0.33973586559295654, 0.3293921649456024, 0.22679920494556427, 0.259078711271286, 0.26258814334869385, 0.3925792872905731, 0.4398196339607239, 0.32932546734809875, 0.25640448927879333, 0.29030004143714905, 0.2581755816936493, 0.22705133259296417, 0.24756959080696106, 0.17902976274490356, 0.06808170676231384, 0.09623830765485764, 0.18563954532146454, 0.3192838430404663, 0.27920931577682495, 0.20875105261802673, 0.2265559583902359, 0.26661500334739685, 0.19378602504730225, 0.20786064863204956, 0.23693059384822845, 0.13545241951942444, 0.012200905941426754, -0.014026487246155739, 0.08136184513568878, 0.16151145100593567, 0.08420061320066452, -0.07907313108444214, -0.14372766017913818, -0.14283926784992218, -0.12904636561870575, -0.19379223883152008, -0.28728699684143066, -0.3543425500392914, -0.4392831325531006, -0.4158078730106354, -0.41474926471710205, -0.3901270031929016, -0.3877028226852417, -0.5048671960830688, -0.5685895085334778, -0.5591845512390137, -0.5729899406433105, -0.5586732029914856, -0.5342114567756653, -0.6124587059020996, -0.6524567604064941, -0.6627371311187744, -0.6215958595275879, -0.5394432544708252, -0.5201928615570068, -0.5561145544052124, -0.538041889667511, -0.6269912123680115, -0.7347836494445801, -0.7222756147384644, -0.6592267751693726, -0.6577835083007812, -0.5014961361885071, -0.5600928664207458, -0.5206281542778015, -0.5624575018882751, -0.5871099829673767, -0.6268832683563232, -0.7847345471382141, -0.8237873911857605, -0.6969003677368164, -0.6484209895133972, -0.6576674580574036, -0.7435818314552307, -0.8365213871002197, -0.8290032148361206, -0.6371563673019409, -0.5887052416801453, -0.6226209402084351, -0.7335179448127747, -0.39684462547302246, -1.9048407077789307, -0.5970584750175476, 0.6347038745880127, -0.1693127304315567, -1.7198461294174194, -0.611796498298645, 0.5398023128509521, -0.05222681909799576, -1.5986300706863403, -0.911034882068634, 0.6046740412712097, 0.7747657299041748, -1.5167101621627808, -1.1409584283828735, 0.7384774684906006, 1.0259336233139038, -1.0761253833770752, -1.2781999111175537, 0.6517355442047119, 1.095820426940918, -0.3174588680267334, -1.6387311220169067, 0.238448828458786, 0.8653851747512817, -0.5431681275367737, -1.7917178869247437, 0.3078753352165222, 1.015761137008667, -0.6585779190063477, -1.4256526231765747, 0.41717517375946045, 0.9093184471130371, -0.5361003875732422, -1.5311230421066284, 0.239388108253479, 0.850944995880127, -0.5914439558982849, -1.6709903478622437, 0.38622018694877625, 0.8214827179908752, -0.6955543160438538, -1.5999804735183716, 0.4004426598548889, 0.8125432133674622, -0.7616220712661743, -1.7128193378448486, 0.007245254702866077, 0.6792293787002563, -0.34284186363220215, -1.8572015762329102, -0.5389453768730164, 0.6201918721199036, 0.03393067419528961, -1.9314409494400024, -0.23016640543937683, 0.9605368375778198, -0.9037595391273499, -1.822336196899414, 0.1200735792517662, 1.028260350227356, -0.8909642100334167, -1.5066196918487549, 0.26939770579338074, 1.0336521863937378, -0.8891660571098328, -1.8186107873916626, 0.3618473708629608, 1.0839378833770752, -0.7465847730636597, -1.5771033763885498, 0.3286626636981964, 1.1016955375671387, -1.2442548274993896, -1.9673770666122437, 0.06198398768901825, 0.6719071269035339, -0.9946901798248291, -1.7235215902328491, 0.28080353140830994, 0.6856502294540405, -1.43152916431427, -1.8005234003067017, 0.13670757412910461, 1.057970404624939, -0.982486367225647, -2.0149037837982178, -0.1320728361606598, 0.39898115396499634, -0.7197338342666626, -0.045959774404764175, 0.10187172144651413, 0.21544143557548523, 0.09210406243801117, -0.3031066656112671, -0.5473923683166504, -0.5336475968360901, -0.5955700874328613, -0.7091814875602722, -0.6208094954490662, -0.7779264450073242, -0.9690199494361877, -1.034871220588684, -0.966999888420105, -1.0688556432724, -1.0487215518951416, -1.150686502456665, -0.9502115249633789, -0.974104642868042, -0.9726707339286804, -1.1312395334243774, -1.1202423572540283, -1.033896565437317, -0.8779851794242859, -0.8987205624580383, -0.9873765707015991, -1.1438511610031128, -1.068489670753479, -0.9331914186477661, -0.9833625555038452, -1.1884185075759888, -1.2514338493347168, -1.1210933923721313, -1.1358509063720703, -1.3464162349700928, -1.4933077096939087, -1.4647009372711182, -1.1892623901367188, -1.2232176065444946, -1.0939708948135376, -1.0760273933410645, -0.973773181438446, -1.1139718294143677, -1.2368587255477905, -1.104583978652954, -1.016782283782959, -1.0350987911224365, -1.110069990158081, -1.0268396139144897, -1.1160746812820435, -0.9923778176307678, -1.040557622909546, -1.0087363719940186, -1.1628913879394531, -0.9542446732521057, -0.9659678339958191, -0.8321428298950195, -1.1840426921844482, -1.173536777496338, -1.114528775215149, -1.0171408653259277, -1.0636920928955078, -1.0070427656173706, -0.9434087872505188, -0.8339740037918091, -0.898883044719696, -0.9665765166282654, -0.9098795056343079, -0.8404166102409363, -0.8138887286186218, -0.7665702700614929, -0.7714174389839172, -0.7619660496711731, -0.8008726835250854, -0.7838822603225708, -0.6987817287445068, -0.7276050448417664, -0.699641227722168, -0.64820796251297, -0.6371484398841858, -0.5916815400123596, -0.42262575030326843, -0.2973729372024536, -0.3362438380718231, -0.47118911147117615, -0.45948556065559387, -0.4582589566707611, -0.47679391503334045, -0.41883623600006104, -0.3378605246543884]"
2021,22,0,60,0,0,0.4922552,18.033224,1.3829756,0.6194246324071359,34.992767,"[-0.01418436411768198, 0.04021453484892845, 0.04346020892262459, -0.008086465299129486, -0.08396532386541367, -0.021694639697670937, 0.15537451207637787, 0.12333749234676361, 0.02984815277159214, 0.0011014763731509447, -0.028521059080958366, 0.03888804838061333, 0.03617598116397858, -0.16219113767147064, -0.15787872672080994, -0.39772990345954895, -0.9541959166526794, -1.7626160383224487, -1.708069920539856, -1.6241555213928223, -1.35708749294281, -1.1228413581848145, -1.1406511068344116, -1.2277147769927979, -1.2141908407211304, -1.2358613014221191, -1.1461321115493774, -0.9610788822174072, -0.875785768032074, -0.7592734694480896, -0.8034326434135437, -0.9939807653427124, -1.064129114151001, -1.050868272781372, -1.2547450065612793, -1.1322510242462158, -1.1072382926940918, -1.0580991506576538, -0.9529725909233093, -1.124097228050232, -1.131669282913208, -1.1024057865142822, -1.0799040794372559, -0.8655782341957092, -0.8602213859558105, -0.9204885959625244, -0.9844431281089783, -1.040019154548645, -1.1941498517990112, -1.209158182144165, -1.180587887763977, -1.162182092666626, -1.0505461692810059, -1.0786116123199463, -0.8402041792869568, -0.7522290945053101, -0.6102703809738159, -0.44957080483436584, -0.2411179393529892, -0.14627878367900848, -0.11157966405153275, -0.17829905450344086, -0.10814782232046127, 0.03176994249224663, -0.16647279262542725, -0.4230167269706726, -0.3128785490989685, -0.2770642638206482, -0.2831569314002991, -0.2383788675069809, -0.15930186212062836, -0.05696090683341026, 0.08478964120149612, 0.1804102659225464, 0.18377771973609924, -0.05612300708889961, -0.18451523780822754, 0.04889679327607155, 0.4166010916233063, 0.4292910695075989, 0.2807803452014923, 0.268090158700943, 0.10432171076536179, -0.16881109774112701, -0.010202735662460327, -0.0033975078258663416, -0.24996288120746613, -0.5159018039703369, -0.6100314855575562, -0.5039257407188416, -0.37982338666915894, -0.5966750979423523, -0.4770091474056244, -0.35807090997695923, -0.18521903455257416, -0.09518028795719147, -0.18752089142799377, -0.13511095941066742, 0.003894313471391797, 0.19612976908683777, 0.17486338317394257, 0.2379421591758728, 0.15620748698711395, 0.09546998143196106, 0.0998615249991417, -0.048535823822021484, -0.02769618108868599, -0.038178179413080215, -0.227277010679245, -0.5000779628753662, -0.5175455808639526, -0.5152549743652344, -0.22388923168182373, -0.11865738034248352, -0.1649695485830307, -0.16305847465991974, -0.07357750833034515, -0.051152054220438004, -0.07624169439077377, -0.07137566804885864, -0.6845754384994507, -0.37200212478637695, 0.15806181728839874, 0.44918110966682434, 0.34409117698669434, 0.30105409026145935, 0.23966561257839203, 0.1608702689409256, -0.014240354299545288, -0.2649035155773163, -0.41749700903892517, -0.45340496301651, -0.47810494899749756, -0.204001322388649, -0.07080841064453125, -0.030034231022000313, -0.09690212458372116, 0.10525099188089371, 0.3195355534553528, 0.41297876834869385, -0.4916328191757202, 0.5071455836296082, 0.360664963722229, -0.08833710104227066, -0.36145535111427307, -0.452201247215271, -0.451016366481781, -0.29409733414649963, -0.23810917139053345, -0.2756732106208801, 0.29417458176612854, 1.4243297576904297, 1.7560639381408691, 1.717262625694275, 1.7020505666732788, 1.797208309173584, 1.8920018672943115, 1.7105923891067505, 1.962705373764038, 1.7021796703338623, 1.3081001043319702, 0.9571498036384583, 1.3397610187530518, 1.0157667398452759, 1.5125750303268433, 1.2151137590408325, 0.596430778503418, 0.43538424372673035, 0.23046696186065674, 0.30760666728019714, 0.526343047618866, 0.14311951398849487, -0.05522201210260391, -0.191433385014534, -0.287723183631897, -0.3422234356403351, -0.34555643796920776, -0.3500657081604004, -0.37182140350341797, -0.4685900807380676]"
2000,22,77,40,0,0,0.5068884,20.306696,1.2549047,0.6062511739756294,34.75037,"[0.874809980392456, 0.8403034806251526, 1.0328425168991089, 0.9419144988059998, 0.7979328632354736, 0.6056985855102539, 0.3474109172821045, 0.25498342514038086, 0.2773914635181427, 0.06700053066015244, 0.05928873270750046, 0.21841756999492645, 0.12551473081111908, 0.031019454821944237, -0.057919055223464966, 0.08449465781450272, 0.13718068599700928, 0.16763418912887573, 0.0509551577270031, -0.018580634146928787, -0.0014267094666138291, 0.023942293599247932, -0.006548020523041487, -0.005984872579574585, -0.015338463708758354, -0.024202408269047737, -0.010294805280864239, -0.07956145703792572, -0.1416645050048828, -0.2144533097743988, -0.15963882207870483, -0.09188731014728546, -0.0444381907582283, -0.0600426010787487, -0.1012696847319603, -0.10802694410085678, -0.17101366817951202, -0.3915349841117859, -0.4527965188026428, -0.4605911374092102, 0.08353044837713242, -0.3289264142513275, -0.29050758481025696, 0.04585284739732742, 0.1455819010734558, -0.02092832699418068, -0.24062010645866394, -0.3983568549156189, -0.09609800577163696, 0.13707450032234192, 0.20572002232074738, 0.16520322859287262, 0.11940360069274902, 0.14273974299430847, 0.11683127284049988, 0.12759113311767578, 0.14597874879837036, 0.3031526505947113, 0.3084163963794708, 0.2262333631515503, 0.4064438045024872, 0.4619050920009613, 0.3967355787754059, 0.36952561140060425, 0.4378041923046112, 0.4409462511539459, 0.2874471843242645, 0.15658500790596008, 0.01876968890428543, -0.18648281693458557, -0.3791627883911133, -0.6918027997016907, -0.32135146856307983, -0.1943175196647644, -0.39891788363456726, -0.2350643128156662, -0.10376010090112686, -0.13475070893764496, -0.16993430256843567, -0.09279100596904755, -1.918480634689331, -1.8571951389312744, -1.8066823482513428, -1.4482542276382446, -1.518809199333191, -1.818891167640686, -1.897454857826233, -1.9812514781951904, -1.9399442672729492, -1.7145441770553589, -1.4753849506378174, -1.5030674934387207, -2.017221689224243, -1.4839078187942505, -1.8259755373001099, -1.7609302997589111, -2.382664918899536, -1.6753592491149902, -1.4971942901611328, -0.9649955630302429, -0.7412210702896118, -0.750825822353363, -0.8390604853630066, -1.0641623735427856, -0.7991052865982056, -2.332451581954956, -1.2947561740875244, -1.3530662059783936, -1.2676481008529663, -1.4327569007873535, -1.294864296913147, -1.1624201536178589, -1.0929425954818726, -1.1748417615890503, -1.1621795892715454, -1.356434941291809, -1.4542171955108643, -1.266313076019287, -1.1284503936767578, -1.1968032121658325]"
2095,23,159,40,0,0,1.0778456,32.45374,1.889741,0.5499094450991229,34.553143,"[-0.6065861582756042, -0.4550037086009979, -0.5385103225708008, -0.6681864857673645, -0.7462212443351746, -0.5341576337814331, -0.35233184695243835, -0.1834724247455597, 0.023167699575424194, 0.11370610445737839, 0.20609696209430695, 0.379435658454895, 0.47954291105270386, 0.5811445116996765, 0.7162752747535706, 0.6741741299629211, 0.44690510630607605, 0.3640543222427368, 0.5207266807556152, 0.568077564239502, 0.6410856246948242, 0.689493715763092, 0.6300246119499207, 0.5379025936126709, 0.5176624655723572, 0.5391490459442139, 0.545235276222229, 0.7313616871833801, 0.7592498064041138, 0.7813052535057068, 0.6430307626724243, 0.6813952922821045, 0.8637612462043762, 0.9265854358673096, 0.7830265164375305, 0.6921947002410889, 0.8301154375076294, 0.9954130053520203, 0.9775883555412292, 0.8605106472969055, -1.2883573770523071, 0.7921566963195801, 1.6817396879196167, -0.9853560924530029, -2.0199193954467773, 0.3985764980316162, 1.6870296001434326, -0.7965444326400757, -2.39896559715271, -0.23360902070999146, 1.5655272006988525, 0.8855940103530884, -2.045454263687134, -1.0827548503875732, 1.3455556631088257, 1.5505152940750122, -2.293031692504883, -1.4867968559265137, 0.6340038776397705, 1.4295918941497803, -1.215429425239563, -2.361837148666382, 0.4528924524784088, 1.8240206241607666, -0.003206199500709772, -2.2991557121276855, -0.6305063366889954, 1.0087934732437134, 1.305745005607605, -1.5891817808151245, -1.5776383876800537, 0.7254063487052917, 1.8816741704940796, -1.061370611190796, -2.4552502632141113, -0.026073317974805832, 2.1766672134399414, 0.47230035066604614, -2.4998481273651123, -0.5050606727600098, -0.5233728289604187, -0.6345123648643494, -0.3712412714958191, 0.020322004333138466, -0.1439294070005417, -0.7588728070259094, -1.1112202405929565, -1.1265904903411865, -1.048683524131775, -1.2263134717941284, -1.1816037893295288, -1.4415560960769653, -1.2028573751449585, -1.5393364429473877, -2.149728536605835, -2.1488094329833984, -1.6929157972335815, -1.5223701000213623, -1.2918418645858765, -1.216850996017456, -1.1547333002090454, -1.31428861618042, -1.1718168258666992, -1.5858314037322998, -1.9119294881820679, -1.6889103651046753, -1.4852898120880127, -1.4525851011276245, -1.3792119026184082, -1.27388334274292, -0.9119584560394287, -0.5636472702026367, -0.3347700536251068, -0.2156400978565216, -0.3005291521549225, -0.1516457498073578, -0.14191403985023499, -0.06112902611494064, 0.05761505290865898, 0.06087171286344528]"
11086,123,154,30,2,0,0.10915899,15.42951,1.1499248,0.53898387886388,30.380074,"[1.2047491073608398, 0.8654075860977173, 0.006903211120516062, 0.05655237287282944, 0.8643079996109009, 0.9921339154243469, 0.3495276868343353, -0.2349487990140915, 0.17246688902378082, 1.0405969619750977, 0.83672696352005, 0.1157987117767334, -0.042077187448740005, 0.6805605292320251, 1.0003278255462646, 0.47112131118774414, -0.24279570579528809, 0.10363835841417313, 1.00724458694458, 1.1070524454116821, 0.15722344815731049, -0.13448819518089294, 0.28799572587013245, 0.98574298620224, 0.619830846786499, -0.024112720042467117, 0.38716164231300354, 1.1691322326660156, 0.716309666633606, -0.0772494226694107, -0.06838233768939972, -0.7825674414634705, -1.1142776012420654, -0.2833881080150604, -0.04434407129883766, -0.6043433547019958, -0.9271133542060852, -0.6728677749633789, -0.101831816136837, -0.003196899313479662, -0.564304530620575, -0.9488810300827026, -0.7106780409812927, -0.2095765471458435, -0.1667241007089615, -0.9263243675231934, -1.014214277267456, -0.31445014476776123, -0.07839212566614151, -0.49295297265052795, -1.0447146892547607, -0.9378557205200195, -0.11742690205574036, -0.04627910628914833, -0.8907964825630188, -1.09275221824646, -0.3383196294307709, 0.04837818443775177, -0.6995820999145508, -1.2550692558288574, 0.10807401686906815, 0.26666638255119324, -0.5751649737358093, -0.7858477234840393, -0.05901600047945976, 0.29032275080680847, -0.15667489171028137, -0.8851954340934753, -0.4402080774307251, 0.0811261385679245, 0.17382082343101501, -0.5368151068687439, -0.5673770904541016, 0.12975507974624634, 0.12668973207473755, -0.36690014600753784, -0.7385125756263733, 0.0152048384770751, 0.28154441714286804, -0.23978814482688904, -0.7697687149047852, -0.3240381181240082, 0.27411869168281555, 0.15249674022197723, -0.7155402898788452, -0.5987505912780762, 0.20194166898727417, 0.05962452292442322, -0.3532131612300873, -0.47650668025016785]"
11091,123,148,40,2,0,0.02357483,13.589219,1.1590376,0.5020726639130793,28.16919,"[0.04145066440105438, 0.7328816652297974, 0.9775511026382446, 0.2670062780380249, -0.2619786560535431, 0.279229998588562, 1.2047491073608398, 0.8654075860977173, 0.006903211120516062, 0.05655237287282944, 0.8643079996109009, 0.9921339154243469, 0.3495276868343353, -0.2349487990140915, 0.17246688902378082, 1.0405969619750977, 0.83672696352005, 0.1157987117767334, -0.042077187448740005, 0.6805605292320251, 1.0003278255462646, 0.47112131118774414, -0.24279570579528809, 0.10363835841417313, 1.00724458694458, 1.1070524454116821, 0.15722344815731049, -0.13448819518089294, 0.28799572587013245, 0.98574298620224, 0.619830846786499, -0.024112720042467117, 0.38716164231300354, 1.1691322326660156, 0.716309666633606, -0.0772494226694107, 0.0586063377559185, 0.761420726776123, 1.087552785873413, 0.3503592312335968, -0.43354856967926025, -0.13234762847423553, -0.3708212971687317, -0.832171618938446, -0.7948125004768372, -0.32013070583343506, -0.06838233768939972, -0.7825674414634705, -1.1142776012420654, -0.2833881080150604, -0.04434407129883766, -0.6043433547019958, -0.9271133542060852, -0.6728677749633789, -0.101831816136837, -0.003196899313479662, -0.564304530620575, -0.9488810300827026, -0.7106780409812927, -0.2095765471458435, -0.1667241007089615, -0.9263243675231934, -1.014214277267456, -0.31445014476776123, -0.07839212566614151, -0.49295297265052795, -1.0447146892547607, -0.9378557205200195, -0.11742690205574036, -0.04627910628914833, -0.8907964825630188, -1.09275221824646, -0.3383196294307709, 0.04837818443775177, -0.6995820999145508, -1.2550692558288574, -0.6423853635787964, 0.05792786926031113, -0.26645177602767944, -1.3146815299987793, -0.6241576671600342, 0.09515256434679031, 0.03267306834459305, -0.5124893188476562, -0.7711696028709412, -0.38595759868621826, 0.10807401686906815, 0.26666638255119324, -0.5751649737358093, -0.7858477234840393, -0.05901600047945976, 0.29032275080680847, -0.15667489171028137, -0.8851954340934753, -0.4402080774307251, 0.0811261385679245, 0.17382082343101501, -0.5368151068687439, -0.5673770904541016, 0.12975507974624634, 0.12668973207473755, -0.36690014600753784, -0.7385125756263733, 0.0152048384770751, 0.28154441714286804, -0.23978814482688904, -0.7697687149047852, -0.3240381181240082, 0.27411869168281555, 0.15249674022197723, -0.7155402898788452, -0.5987505912780762, 0.20194166898727417, 0.05962452292442322, -0.3532131612300873, -0.47650668025016785, -0.12637174129486084, 0.2135014683008194, 0.07488173246383667, -0.5375130772590637]"
11885,132,151,20,2,0,0.3232813,18.300402,1.0597081,0.4817390591412851,28.064945,"[-0.17125897109508514, 0.5748599171638489, 1.2575780153274536, 0.8709130883216858, 0.1044917032122612, 0.21706759929656982, 1.2160683870315552, 1.048410177230835, 0.31734946370124817, -0.03706533834338188, 0.6548004150390625, 1.2372945547103882, 0.49249324202537537, -0.15938341617584229, 0.2510364353656769, 1.3283690214157104, 1.1736050844192505, 0.2580398917198181, -0.23221249878406525, 0.47435232996940613, -1.1252986192703247, -0.5042860507965088, 0.1801876574754715, -0.17534761130809784, -1.1534461975097656, -0.9572563767433167, 0.012590051628649235, 0.19432199001312256, -0.68251633644104, -0.9363073110580444, -0.36873096227645874, 0.22539940476417542, -0.24764810502529144, -1.0746314525604248, -0.7529687881469727, -0.08099155128002167, -0.01962955854833126, -0.6126235127449036, -0.9053844809532166, -0.6020865440368652, -0.3764590620994568, -1.2619742155075073, -1.1158766746520996, 0.27979475259780884, 0.2265859693288803, -0.8288248181343079, -1.314492106437683, -0.6579191088676453, 0.15470680594444275, -0.02288040705025196, -0.9494397640228271, -1.2356691360473633, -0.2824251055717468, -0.02462461218237877, -0.25951603055000305, -1.277147889137268, -1.028709888458252, -0.10585768520832062, 0.08781816810369492, -0.8419013023376465]"
4772,53,80,30,3,3,1.4205351,79.89015,1.7375302,0.7661096276214749,119.93317,"[-0.9589246511459351, -0.9987791180610657, -1.4508776664733887, -1.609907627105713, -1.6844710111618042, -1.639431357383728, -1.7767871618270874, -1.2832826375961304, -1.1093783378601074, -0.9516094326972961, -1.0586382150650024, -1.331423282623291, -1.0809167623519897, -1.0691066980361938, -1.3114912509918213, -1.47152578830719, -1.2857472896575928, -1.2035043239593506, -1.1976765394210815, -1.379186987876892, -1.3620182275772095, -1.3689230680465698, -1.717996597290039, -1.5460506677627563, -1.1500893831253052, -1.1226855516433716, -1.3080334663391113, -1.3958961963653564, -1.0977280139923096, -0.8421171307563782, 0.6939790844917297, 0.7076877355575562, 0.43708786368370056, 0.17965024709701538, 0.0027979984879493713, 0.016748517751693726, -0.007539852522313595, -0.07845065742731094, -0.1484391987323761, -0.1669750064611435, 0.17885303497314453, 0.23695047199726105, 0.2350100427865982, 0.2936825156211853, 0.411922425031662, 0.48636144399642944, 0.5649152398109436, 0.5595026612281799, 0.5122079253196716, 0.28319957852363586, 0.03634108975529671, 0.03677336871623993, -0.07046911865472794, -0.15381570160388947, -0.319705992937088, -0.09467645734548569, 0.1116720587015152, 0.10213635116815567, 0.21701759099960327, 0.4670517146587372, 0.4173944294452667, 0.16602367162704468, 0.07996296882629395, 0.1964704990386963, 0.4206086993217468, 0.5567051768302917, 0.476842999458313, 0.9103968143463135, 1.154392957687378, 0.8100362420082092, 0.7205891609191895, 0.9324657917022705, 0.8739114999771118, 1.0147387981414795, 0.5530312061309814, 0.6195579171180725, 0.5016141533851624, 0.1678561121225357, 0.10158583521842957, 0.156727597117424, 0.38922950625419617, 0.46685734391212463, 0.5955362915992737, 1.0623575448989868, 0.9668213725090027, 0.714461624622345, 0.8491575717926025, 1.22852623462677, 1.2600195407867432, 0.8434019684791565]"
6122,68,167,30,3,3,1.5208106,74.582146,1.7873254,0.6822580501752451,110.482376,"[0.8962675929069519, 0.9075418710708618, 0.8482713103294373, 0.9489355087280273, 0.9843291640281677, 0.9752870798110962, 1.0847223997116089, 1.0417834520339966, 0.8274534940719604, 0.620752215385437, 0.7835620045661926, 0.9821040034294128, 1.2499113082885742, 1.4634640216827393, 1.3376034498214722, 1.0731240510940552, 0.872522234916687, 0.659284770488739, 0.6687698364257812, 0.9213303327560425, 0.997769296169281, 1.2917487621307373, 1.2352499961853027, 0.9819930195808411, 1.0981327295303345, 0.9492638111114502, 0.6777291297912598, 0.6049439311027527, 0.7774596810340881, 1.1731247901916504, -0.03962397947907448, 0.02278319001197815, 0.1416120082139969, -0.03918037191033363, -0.3982084095478058, -0.6253223419189453, -0.37981393933296204, -0.2988415062427521, -0.593507707118988, -0.31603777408599854, -0.019067788496613503, -0.04442529380321503, -0.01932687684893608, 0.06638384610414505, 0.17284411191940308, 0.1993836611509323, 0.1285688430070877, 0.10785016417503357, 0.15354372560977936, 0.07361361384391785, -0.1977783888578415, -0.3359471261501312, -0.4189556837081909, -0.41772139072418213, -0.526961088180542, -0.41679322719573975, -0.14169587194919586, -0.03834841772913933, -0.04252094775438309, 0.00886820163577795, 0.34946396946907043, -0.08471699804067612, -0.12059438973665237, 0.06791961193084717, 0.2800009846687317, 0.6590441465377808, 0.5878526568412781, 0.6092720031738281, 0.5423401594161987, 0.5799040198326111, 0.6610667109489441, 0.7428179979324341, 0.6629024744033813, 0.49272555112838745, 0.5111530423164368, 0.3625006377696991, 0.1097928062081337, -0.29304251074790955, -0.46165910363197327, -0.2966642379760742, -0.01378938090056181, 0.4100346565246582, 0.6676476001739502, 0.65256267786026, 0.7062428593635559, 0.6034389138221741, 0.5229206681251526, 0.5361496806144714, 0.5531811714172363, 0.5011992454528809]"
6045,67,83,40,3,3,1.418664,66.92015,2.0369177,0.7816380109792884,108.03897,"[1.1932872533798218, 0.8526060581207275, 0.2450854480266571, -0.24195848405361176, -0.08455820381641388, -0.30207839608192444, -0.7207971811294556, -0.9595784544944763, -1.037537693977356, -0.7577354907989502, -0.6129475235939026, -0.6508151292800903, -0.9301992654800415, -1.0951114892959595, -1.0569095611572266, -0.8513908386230469, -0.7955452799797058, -0.5946505665779114, -0.4980854392051697, -0.5888004302978516, -0.7311598062515259, -1.0235724449157715, -1.4058669805526733, -1.6124321222305298, -1.3509414196014404, -0.8695991039276123, -0.24615012109279633, -0.27729156613349915, -0.555798351764679, -0.4982825219631195, -0.40881776809692383, -0.15045501291751862, -0.16505490243434906, -0.15161459147930145, -0.18912465870380402, -0.3097775876522064, -0.3780389130115509, -0.28890666365623474, -0.30739641189575195, -0.39197519421577454, 0.39854106307029724, 0.32372185587882996, 0.45873069763183594, 0.5812471508979797, 0.5507844090461731, 0.6710781455039978, 0.7181951999664307, 0.8830621838569641, 1.0377452373504639, 0.9967077970504761, 1.0125075578689575, 0.8651297092437744, 0.8155596852302551, 0.6747580170631409, 0.671745777130127, 0.7234799265861511, 0.5205930471420288, 0.37904515862464905, 0.48793303966522217, 0.5766279101371765, 0.6012341380119324, 0.5661951899528503, 0.6238157153129578, 0.6613950729370117, 0.7672042846679688, 1.0176451206207275, 0.9866811037063599, 1.0068004131317139, 0.7743741869926453, 0.7419474720954895, 0.6656398177146912, 0.5309526324272156, 0.3837268650531769, 0.4302748739719391, 0.35276323556900024, 0.3187357485294342, 0.652946949005127, 0.7727969884872437, 0.7122676968574524, 0.7369837760925293, -0.2794216275215149, -0.28081950545310974, -0.2083970308303833, -0.316887766122818, -0.022390024736523628, 0.2100062221288681, 0.7286763191223145, 0.4056609570980072, 0.31281593441963196, 0.38722091913223267, 0.5504973530769348, 0.5921257138252258, 0.5497749447822571, 0.48066258430480957, 0.20152564346790314, 0.06880076974630356, 0.032254088670015335, -0.23723243176937103, -0.19446644186973572, -0.23076702654361725, 0.07729505002498627, 0.1567019373178482, 0.597866952419281, 0.48319011926651, 0.5515190362930298, 0.535194993019104, 0.5016941428184509, 0.7136484384536743, 0.6576828956604004, 0.4582858979701996, 0.2883615791797638, 0.27469345927238464, 0.08033081889152527, -0.2098102569580078, -0.11707223206758499, 0.07096794247627258, 0.1690191924571991, 0.4069347083568573, 0.45125019550323486, 0.4572441875934601]"
