id,series_id,start,length,true_class,pred_class,confidence,F_stat,Separability,IG,Composite_Score,dim_0,Shapelet_Length
5284,22,227,57,1,1,1.9195337,13.284276,1.9195337,0.3705065005495052,341.79688,"[0.981688916683197, 1.686135172843933, 1.8723781108856201, 1.6687395572662354, 1.7509045600891113, 1.5996299982070923, 1.4101051092147827, 1.4174367189407349, 1.2284400463104248, 0.04307191073894501, -0.6992557644844055, -1.162990927696228, -1.4785151481628418, -1.5119267702102661, -1.5624576807022095, -1.72612726688385, -1.8047653436660767, -1.8811044692993164, -1.9960980415344238, -2.08240008354187, -2.1099116802215576, -2.1161928176879883, -2.1328508853912354, -2.1524226665496826, -2.1241188049316406, -2.093947649002075, -2.0811479091644287, -2.068483829498291, -1.9040342569351196, -1.2146328687667847, -0.209771990776062, 0.35233116149902344, 0.6172623038291931, 0.7493441700935364, 0.8136504292488098, 0.8574894666671753, 0.8753803372383118, 0.8875178098678589, 0.904171884059906, 0.9146575927734375, 0.9183367490768433, 0.9247717261314392, 0.9288215041160583, 0.9300909042358398, 0.932769238948822, 0.9341496229171753, 0.9331050515174866, 0.9232209920883179, 0.9202966094017029, 0.921388566493988, 0.9104315638542175, 0.9032890200614929, 0.8986569046974182, 0.8939477801322937, 0.8843220472335815, 0.8741455674171448, 0.870083749294281]",57
6267,26,134,57,1,1,1.5893235,12.131654,1.5893235,0.3705065005495052,308.8381,"[0.3484427034854889, 1.3463741540908813, 1.3879777193069458, 0.6388201117515564, 0.4927937388420105, 0.4197840392589569, 0.5478320717811584, 0.8365259766578674, 0.4899933934211731, -0.6430995464324951, -0.39847373962402344, -0.17830157279968262, -1.3249986171722412, -1.1437472105026245, -0.7675819396972656, -1.3035885095596313, -1.1077277660369873, -1.4099252223968506, -1.7129985094070435, -1.8683706521987915, -1.8766274452209473, -1.4485862255096436, -1.3731290102005005, -1.4180434942245483, -1.1598498821258545, -0.7387265563011169, -0.8140894174575806, -0.7855859994888306, -0.47559404373168945, -0.19012755155563354, -0.20601928234100342, -0.6577290296554565, -0.13463819026947021, 0.3201367259025574, -0.11406988650560379, -0.1823703795671463, 0.11056636273860931, -0.006579897366464138, -0.5724747180938721, -0.049722470343112946, 0.4038906395435333, 0.36160460114479065, 0.4989791810512543, 0.5445267558097839, 0.7832614183425903, 0.6577707529067993, 0.09445013105869293, 0.4924311637878418, 0.9494852423667908, 0.8527549505233765, 0.7667750716209412, 0.3663565516471863, 0.03317845240235329, -0.17150123417377472, -0.23293669521808624, 0.14283448457717896, 0.3869589567184448]",57
3852,16,221,57,1,1,1.7142494,11.616564,1.7142494,0.3494421849443493,301.23087,"[0.5718556642532349, 0.23934412002563477, 0.4304887056350708, 0.4015682637691498, 0.4764491319656372, 0.7216693162918091, 0.7233196496963501, 0.7419756054878235, 0.8364562392234802, 0.7467576265335083, 0.6745614409446716, 0.4283907115459442, -0.04092926159501076, -0.28559717535972595, -0.7923570275306702, -1.3542735576629639, -1.388874888420105, -1.4330278635025024, -1.5029274225234985, -1.6103132963180542, -1.6231218576431274, -1.5600857734680176, -1.447048544883728, -1.3571590185165405, -1.3046519756317139, -1.1145797967910767, -0.9271869659423828, -0.8614292740821838, -0.7775325179100037, -0.673315703868866, -0.6374983191490173, -0.5658116340637207, -0.49070918560028076, -0.43060302734375, -0.22609809041023254, 0.11253128945827484, 0.4774025082588196, 0.6285367012023926, 0.6692748665809631, 0.6987909078598022, 0.7204011082649231, 0.7264395952224731, 0.72941654920578, 0.741347074508667, 0.7480257749557495, 0.7490236163139343, 0.7436818480491638, 0.7486813068389893, 0.7507866024971008, 0.757340133190155, 0.7588439583778381, 0.7547667026519775, 0.7614812850952148, 0.7665547728538513, 0.7661788463592529, 0.7618403434753418, 0.7595339417457581]",57
5752,23,52,197,1,1,3.7584105,8.374709,3.7584105,0.3705065005495052,298.77182,"[-0.6795138120651245, -0.7210530042648315, -1.025650978088379, -0.7341265082359314, -0.3619616627693176, -0.3256736993789673, -0.3037773668766022, -0.5412575006484985, -0.41529494524002075, -0.34258484840393066, -0.206960067152977, 0.3047536611557007, 0.824964702129364, 0.36700931191444397, -0.2018955647945404, -0.34788861870765686, -0.44644713401794434, -0.28392544388771057, -0.11817825585603714, -0.7594096660614014, -1.2903565168380737, -1.044435739517212, -0.9975464940071106, -0.9132316708564758, -0.9161972999572754, -1.0471101999282837, -0.7288473844528198, -0.17770613729953766, 0.0683056190609932, -0.46387577056884766, -0.788085401058197, -1.2449554204940796, -0.9203827977180481, -0.27418825030326843, -1.0221295356750488, -0.7166089415550232, 0.12032557278871536, 0.9243605136871338, 1.625510334968567, 0.9161452054977417, 0.8205430507659912, 1.3861911296844482, 0.8464217782020569, 0.44898951053619385, 0.36564865708351135, 0.5805304050445557, 0.9886084198951721, 0.5229594707489014, 0.20932859182357788, -0.04996711388230324, -0.7001308798789978, -0.7795421481132507, -0.7760788202285767, -0.302264004945755, -0.4882205128669739, -0.9548373818397522, -0.7517824769020081, -0.5756041407585144, 0.5999544858932495, 1.294880986213684, 1.29320228099823, 0.9960448741912842, 1.0088812112808228, 1.3751741647720337, 1.6946159601211548, 1.2754054069519043, 1.0940449237823486, 1.0407919883728027, 1.0854640007019043, 1.3637970685958862, 1.5560667514801025, 1.2386853694915771, 1.1834461688995361, 0.9426864981651306, 0.25218042731285095, 0.35335206985473633, 0.3828665614128113, 0.38174012303352356, 0.735673189163208, 0.3670927882194519, -0.710027813911438, -0.6760324239730835, -0.21078577637672424, 0.19295001029968262, 0.003949614241719246, -0.8629444241523743, -0.9826467037200928, -1.239959478378296, -0.6723328232765198, 0.9395471215248108, 0.623513400554657, -0.01836314983665943, 1.0613718032836914, 1.612767219543457, 0.5203903317451477, -0.3110860586166382, -0.7734843492507935, -0.09430142492055893, 0.1815158724784851, -0.1467605084180832, -0.4103483259677887, -0.5926587581634521, -0.13121135532855988, -0.6483778953552246, -1.192978858947754, -1.155653476715088, -1.1350373029708862, -1.344107985496521, -1.2017161846160889, -1.0517131090164185, -1.2577418088912964, -1.3144900798797607, -1.0995265245437622, -1.1717363595962524, -1.112260103225708, -0.8511654734611511, -0.7623571157455444, -0.6596028208732605, -0.5940453410148621, -0.7437961101531982, -0.7828265428543091, -0.7647286653518677, -0.6945903897285461, -0.4430510699748993, -0.26832306385040283, -0.17251397669315338, -0.15397678315639496, -0.053343530744314194, -0.07959026098251343, -0.00176089140586555, 0.5099124312400818, 0.6103668212890625, 0.23994530737400055, -0.07273159921169281, -0.22278940677642822, -0.41756686568260193, -0.7787328958511353, -0.8578070402145386, -0.8144214153289795, -0.9993312954902649, -0.9688822031021118, -0.374753475189209, 0.35982298851013184, -0.4283536970615387, -1.244002103805542, -1.1078680753707886, -0.3213677704334259, 0.07479207962751389, -0.3466382622718811, -0.3090786635875702, 0.30021148920059204, 0.5418402552604675, 0.389181911945343, 0.23067964613437653, 0.46236294507980347, 0.564197838306427, 0.11311919242143631, -0.25412631034851074, -0.5488927960395813, -0.6320875883102417, -0.1280820518732071, 0.11079759150743484, -0.17422357201576233, 0.47651681303977966, 0.4750899374485016, 0.36856546998023987, 1.2978508472442627, 1.135935664176941, 0.8189311027526855, 0.5695923566818237, 0.6415125727653503, 0.4861452579498291, 0.292351096868515, 0.30866512656211853, 0.28820452094078064, 0.3657465875148773, 0.5249162912368774, 0.8749309778213501, 1.011932373046875, 0.8385598659515381, 0.8440237045288086, 1.1304186582565308, 0.821038544178009, -0.17853164672851562, -0.8319856524467468, -1.180537223815918, -1.3834872245788574, -1.3588285446166992, -1.4496662616729736, -1.4850651025772095, -1.5029488801956177, -1.5515265464782715, -1.4830166101455688, -1.4649369716644287, -1.4767744541168213, -1.4654380083084106, -1.441833734512329]",197
3879,16,223,57,1,1,1.7467225,11.497807,1.7467225,0.31127812445913283,297.9217,"[0.4304887056350708, 0.4015682637691498, 0.4764491319656372, 0.7216693162918091, 0.7233196496963501, 0.7419756054878235, 0.8364562392234802, 0.7467576265335083, 0.6745614409446716, 0.4283907115459442, -0.04092926159501076, -0.28559717535972595, -0.7923570275306702, -1.3542735576629639, -1.388874888420105, -1.4330278635025024, -1.5029274225234985, -1.6103132963180542, -1.6231218576431274, -1.5600857734680176, -1.447048544883728, -1.3571590185165405, -1.3046519756317139, -1.1145797967910767, -0.9271869659423828, -0.8614292740821838, -0.7775325179100037, -0.673315703868866, -0.6374983191490173, -0.5658116340637207, -0.49070918560028076, -0.43060302734375, -0.22609809041023254, 0.11253128945827484, 0.4774025082588196, 0.6285367012023926, 0.6692748665809631, 0.6987909078598022, 0.7204011082649231, 0.7264395952224731, 0.72941654920578, 0.741347074508667, 0.7480257749557495, 0.7490236163139343, 0.7436818480491638, 0.7486813068389893, 0.7507866024971008, 0.757340133190155, 0.7588439583778381, 0.7547667026519775, 0.7614812850952148, 0.7665547728538513, 0.7661788463592529, 0.7618403434753418, 0.7595339417457581, 0.7636511325836182, 0.7671065330505371]",57
5753,23,51,197,1,1,3.758936,8.2622175,3.758936,0.3705065005495052,296.53778,"[-0.7984222769737244, -0.6795138120651245, -0.7210530042648315, -1.025650978088379, -0.7341265082359314, -0.3619616627693176, -0.3256736993789673, -0.3037773668766022, -0.5412575006484985, -0.41529494524002075, -0.34258484840393066, -0.206960067152977, 0.3047536611557007, 0.824964702129364, 0.36700931191444397, -0.2018955647945404, -0.34788861870765686, -0.44644713401794434, -0.28392544388771057, -0.11817825585603714, -0.7594096660614014, -1.2903565168380737, -1.044435739517212, -0.9975464940071106, -0.9132316708564758, -0.9161972999572754, -1.0471101999282837, -0.7288473844528198, -0.17770613729953766, 0.0683056190609932, -0.46387577056884766, -0.788085401058197, -1.2449554204940796, -0.9203827977180481, -0.27418825030326843, -1.0221295356750488, -0.7166089415550232, 0.12032557278871536, 0.9243605136871338, 1.625510334968567, 0.9161452054977417, 0.8205430507659912, 1.3861911296844482, 0.8464217782020569, 0.44898951053619385, 0.36564865708351135, 0.5805304050445557, 0.9886084198951721, 0.5229594707489014, 0.20932859182357788, -0.04996711388230324, -0.7001308798789978, -0.7795421481132507, -0.7760788202285767, -0.302264004945755, -0.4882205128669739, -0.9548373818397522, -0.7517824769020081, -0.5756041407585144, 0.5999544858932495, 1.294880986213684, 1.29320228099823, 0.9960448741912842, 1.0088812112808228, 1.3751741647720337, 1.6946159601211548, 1.2754054069519043, 1.0940449237823486, 1.0407919883728027, 1.0854640007019043, 1.3637970685958862, 1.5560667514801025, 1.2386853694915771, 1.1834461688995361, 0.9426864981651306, 0.25218042731285095, 0.35335206985473633, 0.3828665614128113, 0.38174012303352356, 0.735673189163208, 0.3670927882194519, -0.710027813911438, -0.6760324239730835, -0.21078577637672424, 0.19295001029968262, 0.003949614241719246, -0.8629444241523743, -0.9826467037200928, -1.239959478378296, -0.6723328232765198, 0.9395471215248108, 0.623513400554657, -0.01836314983665943, 1.0613718032836914, 1.612767219543457, 0.5203903317451477, -0.3110860586166382, -0.7734843492507935, -0.09430142492055893, 0.1815158724784851, -0.1467605084180832, -0.4103483259677887, -0.5926587581634521, -0.13121135532855988, -0.6483778953552246, -1.192978858947754, -1.155653476715088, -1.1350373029708862, -1.344107985496521, -1.2017161846160889, -1.0517131090164185, -1.2577418088912964, -1.3144900798797607, -1.0995265245437622, -1.1717363595962524, -1.112260103225708, -0.8511654734611511, -0.7623571157455444, -0.6596028208732605, -0.5940453410148621, -0.7437961101531982, -0.7828265428543091, -0.7647286653518677, -0.6945903897285461, -0.4430510699748993, -0.26832306385040283, -0.17251397669315338, -0.15397678315639496, -0.053343530744314194, -0.07959026098251343, -0.00176089140586555, 0.5099124312400818, 0.6103668212890625, 0.23994530737400055, -0.07273159921169281, -0.22278940677642822, -0.41756686568260193, -0.7787328958511353, -0.8578070402145386, -0.8144214153289795, -0.9993312954902649, -0.9688822031021118, -0.374753475189209, 0.35982298851013184, -0.4283536970615387, -1.244002103805542, -1.1078680753707886, -0.3213677704334259, 0.07479207962751389, -0.3466382622718811, -0.3090786635875702, 0.30021148920059204, 0.5418402552604675, 0.389181911945343, 0.23067964613437653, 0.46236294507980347, 0.564197838306427, 0.11311919242143631, -0.25412631034851074, -0.5488927960395813, -0.6320875883102417, -0.1280820518732071, 0.11079759150743484, -0.17422357201576233, 0.47651681303977966, 0.4750899374485016, 0.36856546998023987, 1.2978508472442627, 1.135935664176941, 0.8189311027526855, 0.5695923566818237, 0.6415125727653503, 0.4861452579498291, 0.292351096868515, 0.30866512656211853, 0.28820452094078064, 0.3657465875148773, 0.5249162912368774, 0.8749309778213501, 1.011932373046875, 0.8385598659515381, 0.8440237045288086, 1.1304186582565308, 0.821038544178009, -0.17853164672851562, -0.8319856524467468, -1.180537223815918, -1.3834872245788574, -1.3588285446166992, -1.4496662616729736, -1.4850651025772095, -1.5029488801956177, -1.5515265464782715, -1.4830166101455688, -1.4649369716644287, -1.4767744541168213, -1.4654380083084106]",197
6008,25,223,57,1,1,1.7551093,11.247317,1.7551093,0.31127812445913283,293.16354,"[0.20093108713626862, 0.02359405905008316, 0.2159302532672882, 0.010414494201540947, 0.14421507716178894, 0.3487316071987152, 0.2936350405216217, 0.11032093316316605, 0.5703442692756653, 1.035544514656067, 0.9624263644218445, 0.7844308614730835, 0.3853766918182373, 0.025801479816436768, -0.1696610152721405, -0.39657342433929443, -0.5622124671936035, -0.8067989349365234, -0.8896351456642151, -0.9282229542732239, -1.003646731376648, -1.0865422487258911, -1.1700644493103027, -1.20326566696167, -1.2049833536148071, -1.2408493757247925, -1.1997156143188477, -1.1437625885009766, -1.1603857278823853, -1.1839125156402588, -1.1996619701385498, -1.2169923782348633, -1.1213346719741821, -0.7191321849822998, -0.1596924364566803, 0.15399079024791718, 0.2936401963233948, 0.37102141976356506, 0.3987080156803131, 0.4187853932380676, 0.43135324120521545, 0.431339830160141, 0.4474811553955078, 0.45254436135292053, 0.44967764616012573, 0.45133665204048157, 0.455528199672699, 0.45971164107322693, 0.4607621729373932, 0.4585048258304596, 0.4571501612663269, 0.4556400179862976, 0.4527570605278015, 0.4496999680995941, 0.4454348087310791, 0.44739383459091187, 0.4449755549430847]",57
5739,23,54,197,1,1,3.580161,7.8163395,3.580161,0.3705065005495052,282.25696,"[-1.025650978088379, -0.7341265082359314, -0.3619616627693176, -0.3256736993789673, -0.3037773668766022, -0.5412575006484985, -0.41529494524002075, -0.34258484840393066, -0.206960067152977, 0.3047536611557007, 0.824964702129364, 0.36700931191444397, -0.2018955647945404, -0.34788861870765686, -0.44644713401794434, -0.28392544388771057, -0.11817825585603714, -0.7594096660614014, -1.2903565168380737, -1.044435739517212, -0.9975464940071106, -0.9132316708564758, -0.9161972999572754, -1.0471101999282837, -0.7288473844528198, -0.17770613729953766, 0.0683056190609932, -0.46387577056884766, -0.788085401058197, -1.2449554204940796, -0.9203827977180481, -0.27418825030326843, -1.0221295356750488, -0.7166089415550232, 0.12032557278871536, 0.9243605136871338, 1.625510334968567, 0.9161452054977417, 0.8205430507659912, 1.3861911296844482, 0.8464217782020569, 0.44898951053619385, 0.36564865708351135, 0.5805304050445557, 0.9886084198951721, 0.5229594707489014, 0.20932859182357788, -0.04996711388230324, -0.7001308798789978, -0.7795421481132507, -0.7760788202285767, -0.302264004945755, -0.4882205128669739, -0.9548373818397522, -0.7517824769020081, -0.5756041407585144, 0.5999544858932495, 1.294880986213684, 1.29320228099823, 0.9960448741912842, 1.0088812112808228, 1.3751741647720337, 1.6946159601211548, 1.2754054069519043, 1.0940449237823486, 1.0407919883728027, 1.0854640007019043, 1.3637970685958862, 1.5560667514801025, 1.2386853694915771, 1.1834461688995361, 0.9426864981651306, 0.25218042731285095, 0.35335206985473633, 0.3828665614128113, 0.38174012303352356, 0.735673189163208, 0.3670927882194519, -0.710027813911438, -0.6760324239730835, -0.21078577637672424, 0.19295001029968262, 0.003949614241719246, -0.8629444241523743, -0.9826467037200928, -1.239959478378296, -0.6723328232765198, 0.9395471215248108, 0.623513400554657, -0.01836314983665943, 1.0613718032836914, 1.612767219543457, 0.5203903317451477, -0.3110860586166382, -0.7734843492507935, -0.09430142492055893, 0.1815158724784851, -0.1467605084180832, -0.4103483259677887, -0.5926587581634521, -0.13121135532855988, -0.6483778953552246, -1.192978858947754, -1.155653476715088, -1.1350373029708862, -1.344107985496521, -1.2017161846160889, -1.0517131090164185, -1.2577418088912964, -1.3144900798797607, -1.0995265245437622, -1.1717363595962524, -1.112260103225708, -0.8511654734611511, -0.7623571157455444, -0.6596028208732605, -0.5940453410148621, -0.7437961101531982, -0.7828265428543091, -0.7647286653518677, -0.6945903897285461, -0.4430510699748993, -0.26832306385040283, -0.17251397669315338, -0.15397678315639496, -0.053343530744314194, -0.07959026098251343, -0.00176089140586555, 0.5099124312400818, 0.6103668212890625, 0.23994530737400055, -0.07273159921169281, -0.22278940677642822, -0.41756686568260193, -0.7787328958511353, -0.8578070402145386, -0.8144214153289795, -0.9993312954902649, -0.9688822031021118, -0.374753475189209, 0.35982298851013184, -0.4283536970615387, -1.244002103805542, -1.1078680753707886, -0.3213677704334259, 0.07479207962751389, -0.3466382622718811, -0.3090786635875702, 0.30021148920059204, 0.5418402552604675, 0.389181911945343, 0.23067964613437653, 0.46236294507980347, 0.564197838306427, 0.11311919242143631, -0.25412631034851074, -0.5488927960395813, -0.6320875883102417, -0.1280820518732071, 0.11079759150743484, -0.17422357201576233, 0.47651681303977966, 0.4750899374485016, 0.36856546998023987, 1.2978508472442627, 1.135935664176941, 0.8189311027526855, 0.5695923566818237, 0.6415125727653503, 0.4861452579498291, 0.292351096868515, 0.30866512656211853, 0.28820452094078064, 0.3657465875148773, 0.5249162912368774, 0.8749309778213501, 1.011932373046875, 0.8385598659515381, 0.8440237045288086, 1.1304186582565308, 0.821038544178009, -0.17853164672851562, -0.8319856524467468, -1.180537223815918, -1.3834872245788574, -1.3588285446166992, -1.4496662616729736, -1.4850651025772095, -1.5029488801956177, -1.5515265464782715, -1.4830166101455688, -1.4649369716644287, -1.4767744541168213, -1.4654380083084106, -1.441833734512329, -1.4051623344421387, -1.3735393285751343]",197
3878,16,220,57,1,1,1.6763613,10.731074,1.6763613,0.31127812445913283,280.47623,"[0.5782347917556763, 0.5718556642532349, 0.23934412002563477, 0.4304887056350708, 0.4015682637691498, 0.4764491319656372, 0.7216693162918091, 0.7233196496963501, 0.7419756054878235, 0.8364562392234802, 0.7467576265335083, 0.6745614409446716, 0.4283907115459442, -0.04092926159501076, -0.28559717535972595, -0.7923570275306702, -1.3542735576629639, -1.388874888420105, -1.4330278635025024, -1.5029274225234985, -1.6103132963180542, -1.6231218576431274, -1.5600857734680176, -1.447048544883728, -1.3571590185165405, -1.3046519756317139, -1.1145797967910767, -0.9271869659423828, -0.8614292740821838, -0.7775325179100037, -0.673315703868866, -0.6374983191490173, -0.5658116340637207, -0.49070918560028076, -0.43060302734375, -0.22609809041023254, 0.11253128945827484, 0.4774025082588196, 0.6285367012023926, 0.6692748665809631, 0.6987909078598022, 0.7204011082649231, 0.7264395952224731, 0.72941654920578, 0.741347074508667, 0.7480257749557495, 0.7490236163139343, 0.7436818480491638, 0.7486813068389893, 0.7507866024971008, 0.757340133190155, 0.7588439583778381, 0.7547667026519775, 0.7614812850952148, 0.7665547728538513, 0.7661788463592529, 0.7618403434753418]",57
5796,24,224,57,1,1,1.7720428,10.43713,1.7720428,0.31127812445913283,277.46777,"[0.6542141437530518, 0.6977570652961731, 1.0879645347595215, 1.3766556978225708, 1.410714030265808, 1.6051204204559326, 1.822184443473816, 1.5906579494476318, 1.396386981010437, 1.1398353576660156, 0.9562427997589111, 0.3368178606033325, -0.5769343972206116, -0.7627086043357849, -1.0767136812210083, -1.2427127361297607, -1.2035398483276367, -1.2546930313110352, -1.2949395179748535, -1.24858558177948, -1.1878063678741455, -1.1270065307617188, -1.0321435928344727, -0.9594278335571289, -0.8779290318489075, -0.8156359791755676, -0.7834362983703613, -0.7228567004203796, -0.6043198108673096, -0.45161187648773193, -0.23830537497997284, 0.3532816171646118, 1.1523011922836304, 1.5603591203689575, 1.6114768981933594, 1.5894358158111572, 1.558929204940796, 1.538870930671692, 1.5298997163772583, 1.5243637561798096, 1.512284517288208, 1.5173238515853882, 1.5185567140579224, 1.5095272064208984, 1.5096144676208496, 1.5085612535476685, 1.500216007232666, 1.4981619119644165, 1.4978796243667603, 1.4934085607528687, 1.4881213903427124, 1.4795383214950562, 1.48111093044281, 1.4837206602096558, 1.4784660339355469, 1.4702450037002563, 1.4623925685882568]",57
